key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,1505,0,干员编号
Name,str,霜星,1,姓名
Sex,int,1,0,女
Profession,int,4,0,术师
Race,int,17,0,卡特斯
Nation,int,511,0,整合运动
Birthplace,int,14,0,乌萨斯
Hp,int,1400,0,初始体力
Mp,int,1100,0,初始气力
Dormitory,str,无,1,初始宿舍
Token,str,暂无
Introduce_1,str,暂无,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,A处女
T|2,int,1,0,角色有尿道处女素质
T|3,int,1,0,角色有子宫处女素质
T|4,int,1,0,无接吻经验
T|104,int,1,0,少女
T|111,int,1,0,兽耳
T|123,int,1,0,普乳
T|127,int,1,0,普臀
T|129,int,1,0,细腿
T|131,int,1,0,小足
T|150,int,1,0,源石病感染者
C|0,str,黑色荆棘发带,0,黑色荆棘发带
C|5-1,str,霜白破损战术大衣,0,霜白破损战术大衣
C|5-2,str,深灰紧身作战服,0,深灰紧身作战服
C|7,str,深灰战术半指手套,0,深灰战术半指手套
C|8-1,str,霜白破损战术大衣,0,霜白破损战术大衣
C|8-2,str,深灰紧身作战裤,0,深灰紧身作战裤
C|11,str,深灰过膝高跟长靴,0,深灰过膝高跟长靴
C|12,str,银霜细刃剑,0,银霜细刃剑
