key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,1022,0,角色编号
Name,str,撷英调香师,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,7,0,角色职业为辅助
Race,int,28,0,角色种族为沃尔珀
Nation,int,0,0,角色势力为罗德岛
Birthplace,int,10,0,角色出身地为米诺斯
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,几颗不知名的种子，来自米诺斯。莱娜寄来的时候没有交代养护方式，但你知道它们会在疗养庭院里长得很好。,1,角色信物
Introduce_1,str,调香师莱娜，在与博士和罗德岛医疗部沟通后，将疗养庭院暂时交予干员波登可负责，并主动申请外派至米诺斯地区，担任新建立的雅赛努斯办事处的负责人，为当地建立感染者医疗体系。,1,角色介绍
A|40,int,4,0,角色话术技能为4
A|41,int,3,0,角色指挥技能为3
A|42,int,1,0,角色战斗技能为1
A|43,int,1,0,角色料理技能为1
A|45,int,4,0,角色学识技能为4
A|46,int,4,0,角色医术技能为4
A|47,int,4,0,角色农业技能为4
A|48,int,3,0,角色制造技能为3
E|88,int,100,0,角色医疗经验为100
T|0,int,1,0,角色有阴道处女素质
T|1,int,1,0,角色有肛门处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|123,int,1,0,角色有普乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|132,int,1,0,角色有长足素质
T|150,int,1,0,角色有源石病感染者素质
C|0,str,绿色花朵宽发带,1,角色帽子为绿色花朵宽发带
C|3,str,黑色紧身项圈,1,角色脖饰为黑色紧身项圈
C|5-0,str,白色宽袖长外衣,1,角色上衣为白色宽袖长外衣
C|5-1,str,绿色抹胸围裙,1,角色上衣为绿色抹胸围裙
C|5-2,str,棕色战术胸挂,1,角色上衣为棕色战术胸挂
C|8-0,str,绿色抹胸围裙,1,角色下衣为绿色抹胸围裙
C|8-1,str,浅绿色百褶长裙,1,角色下衣为浅绿色百褶长裙
C|11,str,黑色交叉高跟鞋,1,角色鞋子为黑色交叉高跟鞋
C|12,str,花藤木质法杖,1,角色武器为花藤木质法杖
C|13,str,绿色方形腰包,1,角色附属物为绿色方形腰包
