key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,488,0,角色编号
Name,str,青枳,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,1,0,角色职业为先锋
Race,int,19,0,角色种族为黎博利
Nation,int,503,0,角色势力为汐斯塔
Birthplace,int,20,0,角色出身地为汐斯塔
Hp,int,2000,0,角色初始体力
Mp,int,2000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一颗小小的、青绿色的果子，果皮无法完全包裹住它的酸涩与清香。她说可以种在花盆里，幸运的话会结出饱满甜蜜的果实——大概吧。,1,角色信物
Introduce_1,str,青枳，主修土木工程专业，曾在哥伦比亚、汐斯塔等地从事建筑建造、修缮与拆迁工作。现由锡兰医生推荐，在罗德岛接受矿石病治疗，同时与工程部签署合作协议，兼职协助罗德岛改建、整修舰内空间。\n（嗯，土木老姐）,1,角色介绍
A|0,int,1,0,角色Ｎ感觉为1
E|81,int,100,0,角色战斗经验为100
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|2,int,1,0,角色有尿道处女素质
T|3,int,1,0,角色有子宫处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|124,int,1,0,角色有巨乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|0,str,黑色帆船帽,1,角色帽子为黑色帆船帽
C|5,str,深色束胸上衣,1,角色上衣为深色束胸上衣
C|8,str,深棕色热裤,1,角色下衣为深棕色热裤
C|10,str,黑色长筒袜,1,角色袜子为黑色长筒袜
C|11,str,长筒运动靴,1,角色鞋子为长筒运动靴
