key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,255,0,干员编号
Name,str,莫希,1,姓名
Sex,int,1,0,女
Profession,int,2,0,狙击
Race,int,30,0,依特拉
Nation,int,151,0,谢拉格
Birthplace,int,15,0,谢拉格
Hp,int,1500,0,初始体力
Mp,int,1500,0,初始气力
Dormitory,str,无,1,初始宿舍
Token,str,暂无
Introduce_1,str,暂无,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,A处女
T|4,int,1,0,无接吻经验
T|104,int,1,0,少女
T|111,int,1,0,兽耳
T|123,int,1,0,普乳
T|127,int,1,0,普臀
T|129,int,1,0,细腿
T|132,int,1,0,长足
C|0,str,黑色猫耳发卡,0,黑色猫耳发卡
C|5-1,str,黑色羽翼斗篷,0,黑色羽翼斗篷
C|5-2,str,黑色皮质上衣,0,黑色皮质上衣
C|7,str,金属护臂手套,0,金属护臂手套
C|8,str,白色百褶短裙,0,白色百褶短裙
C|10,str,灰色连裤袜,0,灰色连裤袜
C|11,str,黑色高跟长靴,0,黑色高跟长靴
C|12,str,黑色弩弓,0,黑色弩弓
C|13,str,粉色晶石饰品,0,粉色晶石饰品
