key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,201,0,角色编号
Name,str,可颂,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,6,0,角色职业为重装
Race,int,14,0,角色种族为丰蹄
Nation,int,176,0,角色势力为企鹅物流
Birthplace,int,999,0,角色出身地为未知
Hp,int,1500,0,角色初始体力
Mp,int,1600,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一张设计得十分少女的名片。比起寻常名片多出了一个收款码和“请多惠顾~”的字样。,1,角色信物
Introduce_1,str,企鹅物流员工，于合约期内任企鹅物流驻罗德岛外派干员。 擅长防守，能同时牵制数个敌人，并拥有怪力，能用巨锤轻松击飞瘦弱的敌人。,1,角色介绍
TextColor,str,#F5DEB3,1,角色字体颜色为#F5DEB3
A|40,int,2,0,角色话术技能为2
A|48,int,2,0,角色制造技能为2
A|30,int,2,0,角色技巧为2
E|81,int,200,0,角色战斗经验为200
E|90,int,200,0,角色制造经验为200
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|2,int,1,0,角色有尿道处女素质
T|3,int,1,0,角色有子宫处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|123,int,1,0,角色有普乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|0,str,电瓶车长檐遮阳帽,1,角色帽子为电瓶车长檐遮阳帽
C|5,str,企鹅物流毛领皮夹克,1,角色上衣为企鹅物流毛领皮夹克
C|6,str,黑色露脐上衣,1,角色胸衣为黑色露脐上衣
C|7,str,防滑白色手套,1,角色手套为防滑白色手套
C|8,str,可以系腰带的黑色热裤,1,角色下衣为可以系腰带的黑色热裤
C|11,str,带有护具的黑色短靴,1,角色鞋子为带有护具的黑色短靴
C|12,str,可颂的重装用盾牌,1,角色武器为可颂的重装用盾牌
