key,type,value,get_text,info
键,类型,值,多语言化处理,备注
AdvNpc,int,421,0,干员编号
Name,str,羽毛笔,1,姓名
Sex,int,1,0,女
Profession,int,5,0,近卫
Race,int,19,0,黎博利
Hp,int,1800,0,初始体力
Mp,int,1500,0,初始气力
Dormitory,str,宿舍105房,1,初始宿舍
Token,str,一本《多索雷斯调酒指南》，上面不少配方旁边都有她的笔记，看来这些都是她擅长的，闲暇之余可以找她点一杯。
Introduce_1,str,真正玻利瓦尔人某中尉之女，父亲死后被父亲战友潘乔收养，成为其养女，而后一同辗转至多索雷斯。多索雷斯事件后来到罗德岛，由于身份特殊，经过会议审查，最终同意其加入罗德岛。,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,A处女
T|4,int,1,0,无接吻经验
T|62,int,1,0,少女
T|70,int,1,0,兽耳
T|82,int,1,0,普乳
T|86,int,1,0,普尻
T|88,int,1,0,细腿
T|90,int,1,0,小足
C|006,int,1,0,银色发卡
C|524,int,1,0,黑色毛领防寒外套
C|525,int,1,0,黑色无袖运动紧身衣
C|705,int,1,0,露指单边手套
C|811,int,1,0,黑色低腰运动热裤
C|1008,int,1,0,黑色绑腿带
C|1110,int,1,0,厚底凉鞋
C|1208,int,1,0,长柄镰刀
