key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,2015,0,角色编号
Name,str,夕,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,4,0,角色职业为术师
Race,int,41,0,角色种族为岁片
Nation,int,12,0,角色势力为岁
Birthplace,int,17,0,角色出身地为炎
Hp,int,2500,0,角色初始体力
Mp,int,2500,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一支看似无奇的毛笔。夕的笔，可生万物，也可生笔，用的时候要留神一点。,1,角色信物
Introduce_1,str,夕，炎国画家，待业。在留舰人员年的积极行动下，被以访客身份挟持至罗德岛。擅长绘画，尤其是炎国传统绘画。现寓居罗德岛某偏僻走道的墙内。,1,角色介绍
A|0,int,1,0,角色Ｎ感觉为1
E|81,int,100,0,角色战斗经验为100
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|112,int,1,0,角色有兽角素质
T|113,int,1,0,角色有兽尾素质
T|123,int,1,0,角色有普乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|5,str,水墨色渐变长长袍,1,角色上衣为水墨色渐变长长袍
C|8,str,碎蓝色辅白色旗袍,1,角色下衣为碎蓝色辅白色旗袍
C|11,str,画出来的靴子,1,角色鞋子为画出来的靴子
