key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0,str则为1),备注
AdvNpc,int,151,0,干员编号
Name,str,桃金娘,1,姓名
Sex,int,1,0,女
Profession,int,1,0,先锋
Race,int,12,0,杜林
Nation,int,0,0,罗德岛
Birthplace,int,19,0,杜林
Hp,int,1300,0,初始体力
Mp,int,900,0,初始气力
Dormitory,str,无,1,初始宿舍
Token,str,一根和她手中棍子别无二致的长条，是她亲自挑选的。虽然没有什么特别的用处，不过她似乎对这份礼物十分满意。
Introduce_1,str,杜林族出身的少女，根据本人强烈要求，记录此前履历为：大将军。外表与性格有孩子气的成分，但在战场上表现出颇强的感染力和相当的指挥水准，能够在提振其他干员士气的同时，为他们提供一定的治疗，十分可靠。,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,A处女
T|4,int,1,0,无接吻经验
T|103,int,1,0,萝莉
T|122,int,1,0,贫乳
T|127,int,1,0,普臀
T|129,int,1,0,细腿
T|131,int,1,0,小足
A|41,int,3,0,指挥技能level:3
A|42,int,2,0,战斗技能level:2
C|5020,int,1,0,白色大号宽松外套
C|5021,int,1,0,白色露脐背心
C|602,int,1,0,连颈胸带
C|835,int,1,0,浅灰色双开叉直筒裙
C|1018,int,1,0,浅灰色短袜
C|1131,int,1,0,白色运动鞋
C|1221,int,1,0,杜林桌布旗
C|1314,int,1,0,“金苹果”
