key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4010,0,角色编号
Name,str,隐德来希,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,5,0,角色职业为近卫
Race,int,25,0,角色种族为萨卡兹
Nation,int,0,0,角色势力为罗德岛
Birthplace,int,6,0,角色出身地为卡兹戴尔
Hp,int,2000,0,角色初始体力
Mp,int,1500,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一条银链，上面什么也没挂。你与她最为亲近的时刻尚未到来，等到那时，她会将那份记忆凝成血晶，再正式赠予你。,1,角色信物
Introduce_1,str,隐德来希，作为卡兹戴尔情报组织玫瑰河畔的成员，曾为巴别塔提供过情报。伦蒂尼姆战争期间，隐德来希主动与罗德岛取得联系，现以访客身份留舰。\n需注意，隐德来希与罗德岛并非正式的合约关系，她与罗德岛的一切合作，均视作私人委托。,1,角色介绍
A|40,int,3,0,角色话术技能为3
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|2,int,1,0,角色有尿道处女素质
T|3,int,1,0,角色有子宫处女素质
T|4,int,1,0,角色有无接吻经验素质
T|105,int,1,0,角色有大姐姐素质
T|123,int,1,0,角色有普乳素质
T|128,int,1,0,角色有巨臀素质
T|132,int,1,0,角色有长足素质
T|130,int,1,0,角色有肉腿素质
C|3,str,白色领巾,1,角色脖饰为白色领巾
C|5,str,束腰暗黑哥特服,1,角色上衣为束腰暗黑哥特服
C|8,str,黑色短裤,1,角色下衣为黑色短裤
C|6,str,深红色蕾丝文胸,1,角色胸衣为深红色蕾丝文胸
C|10,str,镂空蕾丝边丝袜,1,角色袜子为镂空蕾丝边丝袜
C|11,str,黑色高跟皮靴,1,角色鞋子为黑色高跟皮靴
C|12,str,月牙状大型镰刀,1,角色武器为月牙状大型镰刀
