key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0,str则为1),备注
AdvNpc,int,179,0,干员编号
Name,str,夜莺,1,姓名
Sex,int,1,0,女
Profession,int,3,0,医疗
Race,int,25,0,萨卡兹
Hp,int,1000,0,初始体力
Mp,int,500,0,初始气力
Dormitory,str,宿舍103房,1,初始宿舍
Token,str,一整盒杂乱的拼图碎片。让人更头疼的地方在于，其中有不少块都是空白的。
Introduce_1,str,夜莺，萨卡兹人，感染者援助团体“使徒”的一员，其它履历缺失。于源石技艺、战场急救、临床医学等领域具备高超天赋。现于罗德岛接受治疗，同时为罗德岛提供战场医疗救护、源石技艺援护等服务。,1,人物介绍_1
A|20,int,1,0,顺从
A|25,int,1,0,受虐
T|0,int,1,0,处女
T|1,int,1,0,A处女
T|4,int,1,0,无接吻经验
T|62,int,1,0,少女
T|70,int,1,0,兽耳
T|82,int,1,0,普乳
T|85,int,1,0,小尻
T|88,int,1,0,细腿
T|91,int,1,0,长足
T|100,int,1,0,回复慢
T|125,int,1,0,Ｗ敏感
T|150,int,1,0,源石病感染者
T|158,int,1,0,失忆
T|160,int,1,0,行动不便
T|225,int,1,0,献身
T|300,int,1,0,灵活手指
T|301,int,1,0,灵活舌头
C|002,int,1,0,“南丁格尔”帆布发带帽
C|506,int,1,0,白色连衣裙
C|507,int,1,0,白色羊绒衫（露肩）
C|804,int,1,0,白色连衣裙
C|1004,int,1,0,白色短袜
C|1104,int,1,0,白色厚底长筒靴
C|1202,int,1,0,“提灯天使”法杖
C|1303,int,1,0,“笼中青鸟”
