key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4013,0,角色编号
Name,str,耶拉,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,4,0,角色职业为术师
Race,int,43,0,角色种族为神
Nation,int,71,0,角色势力为谢拉格
Birthplace,int,15,0,角色出身地为谢拉格
Hp,int,2000,0,角色初始体力
Mp,int,2000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一条手织围脖，用料很足，在谢拉格围上都会觉得热。没有任何特殊之处，但光是编出这样一条精致围脖的手艺已经足以令人发出赞叹。,1,角色信物
Introduce_1,str,谢拉格圣女，恩雅·希瓦艾什，也就是干员初雪的侍女长，作为圣女的代表加入罗德岛。\n负责初雪秘密访问罗德岛的诸多对接事宜，除此之外，本人也十分享受干员生活，现作为术师干员活跃于各种任务中。\n,1,角色介绍
A|0,int,1,0,角色Ｎ感觉为1
E|81,int,100,0,角色战斗经验为100
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|106,int,1,0,角色有熟女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|124,int,1,0,角色有巨乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|5,str,渐变色羽饰外衬,1,角色上衣为渐变色羽饰外衬
C|8,str,白色黑网格壁袍,1,角色下衣为白色黑网格壁袍
C|10,str,黑色连裤袜,1,角色袜子为黑色连裤袜
C|11,str,白色高跟鞋,1,角色鞋子为白色高跟鞋
