key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0,str则为1),备注
AdvNpc,int,179,0,角色编号
Name,str,夜莺,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,3,0,角色职业为医疗
Race,int,25,0,角色种族为萨卡兹
Nation,int,504,0,角色势力为使徒
Birthplace,int,6,0,角色出身地为卡兹戴尔
Hp,int,1000,0,角色初始体力
Mp,int,500,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一整盒杂乱的拼图碎片。让人更头疼的地方在于，其中有不少块都是空白的，一如她缺损的灵魂。\n现在，轮到你来填补这份空白了。,1,角色信物
Introduce_1,str,如白色的晨雾般仿佛在下一秒就会消散的纤细的萨卡兹少女。行动不便，也无法记起自己的过去。\n在过去，青鸟曾吟诵着泣血的哀歌，向无垠的天穹哭诉大地的疮痍、生灵的疾苦和自己的绝望，得到的却只有一座牢笼与一份更残酷的命运。\n她沦为筹码，亲眼目睹同室相伐、苍生血尽。无数生灵被战争与野心的铁蹄践踏在地，沦为尔尔泥尘。笼中之鸟再也不敢奢求神明予以虚假的希望，只得将自己锁于铁笼的深处，漫游于虚无的幻象间。\n生命一定能找到出路——可在记忆碎片的最后，有人这样向她许诺，伸出手来。\n若青鸟能再度高歌。\n那么这一次，她便一定能奏出幸福与希望的歌谣。,1,角色介绍
TextColor,str,#fafad2,1,角色字体颜色为#fafad2
A|31,int,2,0,角色顺从为2
A|36,int,1,0,角色受虐为1
A|46,int,3,0,角色医术技能为3
A|42,int,1,0,角色战斗技能为1
A|4,int,1,0,角色Ｖ感觉为1
A|7,int,3,0,角色Ｗ感觉为3
E|81,int,100,0,角色战斗经验为100
E|88,int,300,0,角色医疗经验为300
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|112,int,1,0,角色有兽角素质
T|123,int,1,0,角色有普乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|132,int,1,0,角色有长足素质
T|86,int,1,0,角色有Ｃ敏感素质
T|90,int,1,0,角色有Ｖ敏感素质
T|96,int,1,0,角色有Ｗ敏感素质
T|64,int,1,0,角色有容易湿素质
T|222,int,1,0,角色有性无知素质
T|273,int,1,0,角色有脆弱素质
T|160,int,1,0,角色有行动不便素质
T|158,int,1,0,角色有失忆素质
T|130,int,1,0,角色有肉腿素质
T|162,int,1,0,角色有体表源石结晶素质
T|225,int,1,0,角色有献身素质
C|0,str,帆布发带帽,1,角色帽子为帆布发带帽
C|5,str,露肩连衣裙,1,角色上衣为露肩连衣裙
C|6,str,“使徒”胸绑纱衣,1,角色胸衣为“使徒”胸绑纱衣
C|11,str,厚底长靴,1,角色鞋子为厚底长靴
C|12,str,“提灯天使”法杖,1,角色武器为“提灯天使”法杖
C|13,str,“笼中青鸟”,1,角色附属物为“笼中青鸟”
