key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,869,0,角色编号
Name,str,埃芒加德,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,4,0,角色职业为术师
Race,int,25,0,角色种族为萨卡兹
Nation,int,61,0,角色势力为卡兹戴尔
Birthplace,int,6,0,角色出身地为卡兹戴尔
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,小方块,1,角色信物
Introduce_1,str,巫妖王庭信使，十分在意自己的小方块。在离开伦蒂尼姆时遇到了伊内斯等人，并且交通工具小方块被W炸掉，与其见识了巨兽移动造成的残影并进行了交流。在始源之角降临时与众巫妖一同被巫妖君王叫回协助处理相关事务。在魂灵熔炉爆炸后将巫妖君王下达的回收死魂灵碎片任务外包给妮芙解决，并擅自带领一群萨卡兹进入魂灵熔炉内继续没能完成的安抚仪式。,1,角色介绍
A|45,int,4,0,角色学识技能为4
E|82,int,100,0,角色学识经验为100
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|106,int,1,0,角色有熟女素质
T|114,int,1,0,角色有光环素质
T|122,int,1,0,角色有贫乳素质
T|126,int,1,0,角色有小臀素质
T|129,int,1,0,角色有细腿素质
T|132,int,1,0,角色有长足素质
C|0,str,黑色尖角头饰,1,黑色尖角头饰
C|5,str,黑色哥特连衣裙,1,黑色哥特连衣裙
C|8,str,黑色哥特连衣裙,1,黑色哥特连衣裙
C|11,str,黑色尖头高跟鞋,1,黑色尖头高跟鞋
C|12,str,巫妖法杖,1,巫妖法杖
C|13-1,str,黑色蝴蝶结腰带,1,黑色蝴蝶结腰带
C|13-2,str,飘逸黑纱披风,1,飘逸黑纱披风
