key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4202,0,角色编号
Name,str,遥,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,7,0,角色职业为辅助
Race,int,34,0,角色种族为阿戈尔
Nation,int,31,0,角色势力为东
Birthplace,int,3,0,角色出身地为东
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一沓鳞兽形状的便利贴。她说自己会用这个记录接下来的日程，作为一种提醒。说完，她饶有兴趣地看着你，想知道你会在上面写些什么。,1,角色信物
Introduce_1,str,遥，在东国南院有相当名气的艺人。本名紫野遥，艺名羽生萌萌香。受干员星熊推荐，与罗德岛签订合约，负责罗德岛与东国的交流工作。鉴于本人的要求，也会参与一部分外勤任务。,1,角色介绍
A|44,int,4,0,角色音乐技能为4
E|85,int,50,0,角色音乐经验为50
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|2,int,1,0,角色有Ｕ处女素质
T|3,int,1,0,角色有Ｗ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|123,int,1,0,角色有普乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|132,int,1,0,角色有长足素质
C|0,str,红色缎带发饰,1,角色帽子为红色缎带发饰
C|2,str,金鱼流苏耳坠,1,角色耳饰为金鱼流苏耳坠
C|3,str,红色简约颈环,1,角色脖饰为红色简约颈环
C|5-0,str,白色泡泡袖外套,1,角色上衣为白色泡泡袖外套
C|5-1,str,蓝色抹胸连衣裙,1,角色上衣为蓝色抹胸连衣裙
C|7,str,红色皮革手套,1,角色手套为红色皮革手套
C|8,str,蓝色抹胸连衣裙,1,角色下衣为蓝色抹胸连衣裙
C|11,str,红白拼色高筒靴,1,角色鞋子为红白拼色高筒靴
C|12,str,星盘泡泡法杖,1,角色武器为星盘泡泡法杖
C|13,str,腰部战术装备包,1,角色附属物为腰部战术装备包
