key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,566,0,干员编号
Name,str,砖石,1,姓名
Sex,int,1,0,女
Profession,int,4,0,术师
Race,int,12,0,杜林
Nation,int,192,0,际崖城
Birthplace,int,19,0,杜林
Hp,int,1500,0,初始体力
Mp,int,1500,0,初始气力
Dormitory,str,无,1,初始宿舍
Token,str,暂无
Introduce_1,str,暂无,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,A处女
T|4,int,1,0,无接吻经验
T|103,int,1,0,萝莉
T|111,int,1,0,兽耳
T|121,int,1,0,绝壁
T|127,int,1,0,普臀
T|129,int,1,0,细腿
T|131,int,1,0,小足
C|0,str,白色贝雷帽,1,白色贝雷帽
C|5-1,str,白色衬衫,1,白色衬衫
C|5-2,str,青色长外套,1,青色长外套
C|7,str,棕色皮质护腕,1,棕色皮质护腕
C|8,str,棕色短裤,1,棕色短裤
C|11,str,棕色长筒靴,1,棕色长筒靴
C|12,str,杜林法杖,1,杜林法杖
C|13-1,str,红色腰带,1,红色腰带
C|13-2,str,工具挂包,1,工具挂包
