key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,296,0,角色编号
Name,str,杜遥夜,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,5,0,角色职业为近卫
Race,int,13,0,角色种族为菲林
Nation,int,171,0,角色势力为炎
Birthplace,int,17,0,角色出身地为炎
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,岁相酒盏,1,角色信物
Introduce_1,str,郑清钺的养女，拥有魄力和胆识，带领一群年轻人行走江湖。其父在十年前行裕镖局押运酒盏被劫的事件中丧生。意图迎合时代发展，将没落的行裕镖局改为物流公司，但遭到郑清钺反对，因而与其渐生嫌隙。原本意图破坏抢盏之事，后发现事情的严重性而停手。岁相酒盏事件后和郑清钺商量，带领年轻人们前去玉门。在孟铁衣帮助下建立行裕物流，参与了天灾情报的运输。\n,1,角色介绍
A|42,int,3,0,角色战斗技能为3
E|81,int,200,0,角色战斗经验为200
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|122,int,1,0,角色有贫乳素质
T|127,int,1,0,角色有普臀素质
T|130,int,1,0,角色有肉腿素质
T|132,int,1,0,角色有长足素质
C|11,str,黑色长筒靴,1,角色鞋子为黑色长筒靴
C|5-0,str,白色女侠劲装,1,角色上衣为白色女侠劲装
C|5-1,str,橙色披风,1,角色上衣为橙色披风
C|10,str,白色过膝袜,1,角色袜子为白色过膝袜
