key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,0441,0,角色编号
Name,str,睡莲,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,3,0,角色职业为医疗
Race,int,25,0,角色种族为萨卡兹
Nation,int,0,0,角色势力为罗德岛
Birthplace,int,4,0,角色出身地为哥伦比亚
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,医疗法杖,1,角色信物
Introduce_1,str,被上一任曼斯菲尔德狱医收养并在监狱长大，后担任曼斯菲尔德监狱的狱医兼入殓师，在越狱事件之前从未走出过监狱。为人有些古怪，因此被部分囚犯害怕。在越狱过程中为越狱的几人提供了情报交换场所，并在越狱后随卡夫卡，罗宾等人一同加入了罗德岛。,1,角色介绍
A|46,int,3,0,角色医术技能为3
E|88,int,50,0,角色医疗经验为50
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|112,int,1,0,角色有兽角素质
T|113,int,1,0,角色有兽尾素质
T|123,int,1,0,角色有普乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|5,str,通用上衣,1,角色上衣为通用上衣
C|8,str,通用下衣,1,角色下衣为通用下衣
