key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,484,0,干员编号：484
Name,str,罗比菈塔,1,姓名：罗比菈塔
Sex,int,1,0,性别：女
Profession,int,7,0,职业：辅助
Race,int,7,0,种族：阿纳缇
Nation,int,41,0,势力：哥伦比亚
Birthplace,int,4,0,出生地：哥伦比亚
Hp,int,1500,0,初始体力：1500
Mp,int,2000,0,初始气力：2000
Dormitory,str,无,1,无：无
Token,str,一支化妆刷，做工粗糙，看起来有些年头了，但每一根褐色刷毛都干干净净，还很柔软。,1,信物
Introduce_1,str,罗比菈塔，来自哥伦比亚的知名化妆师。在本人的强烈要求下，参加了工程部门的考核，表现出在自动化机械领域的专业素养，经可露希尔同意，成为罗德岛驻舰干员。,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,Ａ处女
T|2,int,1,0,Ｕ处女
T|3,int,1,0,Ｗ处女
T|4,int,1,0,无接吻经验
T|104,int,1,0,少女
T|111,int,1,0,兽耳
T|113,int,1,0,兽尾
T|124,int,1,0,巨乳
T|127,int,1,0,普臀
T|130,int,1,0,肉腿
T|132,int,1,0,长足
A|41,int,2,0,指挥技能level:2
A|42,int,1,0,战斗技能level:1
C|1,str,白色科技护目镜,0,白色科技护目镜
C|5-1,str,白色宽松工装外套,0,白色宽松工装外套
C|5-2,str,黑色吊带打底衫,0,黑色吊带打底衫
C|8,str,深棕色工装及膝裙,0,深棕色工装及膝裙
C|10,str,黑色中筒袜,0,黑色中筒袜
C|11,str,白色厚底运动鞋,0,白色厚底运动鞋
C|12,str,化妆刷与化妆盒,0,化妆刷与化妆盒
C|13-2,str,透明手提袋,0,透明手提袋
