key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,113,0,角色编号
Name,str,W,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,2,0,角色职业为狙击
Race,int,25,0,角色种族为萨卡兹
Nation,int,3,0,角色势力为巴别塔
Birthplace,int,6,0,角色出身地为卡兹戴尔
Hp,int,2000,0,角色初始体力
Mp,int,2000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一张W比着“V”手势的自拍照片。照片的一角是另一名白发的萨卡兹女性，她似乎正站在不远处与其他人交谈。,1,角色信物
Introduce_1,str,萨卡兹佣兵头目，W。曾参与卡兹戴尔漫长的内战，其小队以残暴而高效的作战手段闻名。在切尔诺伯格事件中与罗德岛发生冲突，后因为某些原因叛出整合运动，在凯尔希医生亲自进行了充分交涉后，与罗德岛签订战略合作条款。,1,角色介绍
TextColor,str,#CE0000,1,角色字体颜色为#CE0000
A|42,int,5,0,角色战斗技能为5
A|35,int,2,0,角色施虐为2
A|43,int,2,0,角色料理技能为2
E|81,int,20,0,角色战斗经验为20
E|83,int,10,0,角色料理经验为10
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|2,int,1,0,角色有尿道处女素质
T|3,int,1,0,角色有子宫处女素质
T|4,int,1,0,角色有无接吻经验素质
T|105,int,1,0,角色有大姐姐素质
T|112,int,1,0,角色有兽角素质
T|113,int,1,0,角色有兽尾素质
T|124,int,1,0,角色有巨乳素质
T|127,int,1,0,角色有普臀素质
T|130,int,1,0,角色有肉腿素质
T|131,int,1,0,角色有小足素质
C|5-0,str,黑色皮外套,1,角色上衣为黑色皮外套
C|5-1,str,銀白色羊絨衫,1,角色上衣为銀白色羊絨衫
C|7,str,露指黑色皮手套,1,角色手套为露指黑色皮手套
C|8,str,黑色百褶短裙配红衬底,1,角色下衣为黑色百褶短裙配红衬底
C|10,str,黑色油光厚连裤袜,1,角色袜子为黑色油光厚连裤袜
