key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4079,0,角色编号
Name,str,海霓,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,7,0,角色职业为辅助
Race,int,34,0,角色种族为阿戈尔
Nation,int,11,0,角色势力为阿戈尔
Birthplace,int,1,0,角色出身地为阿戈尔
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一张自制的兑换券。她点子太多了，实在无法决定该送什么。你去兑换的时候，她会凭当下的心情随机做上一件。,1,角色信物
Introduce_1,str,卢契拉，阿戈尔人，隶属技术院设施管理所，于穹顶系统担任穹顶管理员与洋流测绘员。阿戈尔与陆地建立联系后，卢契拉出于个人兴趣，以个人名义与罗德岛达成合作，不定期前来进行文化交流。 现以“海霓”为代号，登记为罗德岛合作干员。,1,角色介绍
A|40,int,1,0,角色话术技能为1
A|48,int,1,0,角色制造技能为1
A|49,int,1,0,角色绘画技能为1
E|80,int,4,0,角色对话经验为4
E|90,int,4,0,角色制造经验为4
E|91,int,4,0,角色绘画经验为4
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|123,int,1,0,角色有普乳素质
T|128,int,1,0,角色有巨臀素质
T|129,int,1,0,角色有细腿素质
T|132,int,1,0,角色有长足素质
C|5-1,str,白色蕾丝上衣,0,白色蕾丝上衣
C|5-2,str,黑色束胸背心,0,黑色束胸背心
C|5-3,str,黑色长袖外套,0,黑色长袖外套
C|8,str,黑色短裙,0,黑色短裙
C|10,str,黑色过膝袜,0,黑色过膝袜
C|11,str,黑色皮靴,0,黑色皮靴
C|12,str,阿戈尔法杖,0,阿戈尔法杖
