key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4223,0,角色编号
Name,str,伯塔尼,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,7,0,角色职业为辅助
Race,int,10,0,角色种族为埃拉菲亚
Nation,int,141,0,角色势力为乌萨斯
Birthplace,int,14,0,角色出身地为乌萨斯
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一种可折叠的微型天线，又似乎是一个发夹？伯塔尼将它交给你时没做任何解释，只是偷偷笑了一下。,1,角色信物
Introduce_1,str,伯塔尼，原名季申娜·维克托罗夫娜·别利亚耶娃，曾就读于圣骏堡的帝国理工大学，肄业，经凛冬干员介绍加入罗德岛，继续学习和研究源石通讯技术，并参与外勤任务。,1,角色介绍
A|45,int,2,0,角色学识技能为2
A|48,int,3,0,角色制造技能为3
E|90,int,100,0,角色制造经验为100
T|0,int,1,0,角色有阴道处女素质
T|1,int,1,0,角色有肛门处女素质
T|2,int,1,0,角色有尿道处女素质
T|3,int,1,0,角色有子宫处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|112,int,1,0,角色有兽角素质
T|113,int,1,0,角色有兽尾素质
T|123,int,1,0,角色有普乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|132,int,1,0,角色有长足素质
C|0,str,黑色蝴蝶结发夹,1,角色帽子为黑色蝴蝶结发夹
C|2,str,黄色耳饰标签,1,角色耳饰为黄色耳饰标签
C|3,str,黑色蝴蝶结项圈,1,角色脖饰为黑色蝴蝶结项圈
C|5-0,str,黑色毛领厚重夹克,1,角色上衣为黑色毛领厚重夹克
C|5-1,str,蓝色拉链紧身内搭,1,角色上衣为蓝色拉链紧身内搭
C|7,str,红色保暖手套,1,角色手套为红色保暖手套
C|8,str,棕色紧身短裤,1,角色下衣为棕色紧身短裤
C|10,str,灰色针织长筒袜,1,角色袜子为灰色针织长筒袜
C|11,str,黑白机能高帮靴,1,角色鞋子为黑白机能高帮靴
C|12,str,大型机械通讯杖,1,角色武器为大型机械通讯杖
C|13,str,角部天线,1,角色附属物为角部天线
