key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4026,0,角色编号
Name,str,忍冬,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,1,0,角色职业为先锋
Race,int,28,0,角色种族为沃尔珀
Nation,int,161,0,角色势力为叙拉古
Birthplace,int,16,0,角色出身地为叙拉古
Hp,int,2000,0,角色初始体力
Mp,int,2000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一串手工制作的流苏挂饰，不知道是叙拉古还是东国的习俗，总之忍冬将它交给你以表尊敬和谢意。,1,角色信物
Introduce_1,str,英格丽，铃兰干员的母亲，曾为叙拉古灰厅十二家族之一——威尼斯家族的核心成员，多执行暗杀任务，擅长歼灭战与突袭战，后因故从家族脱离。现以罗德岛驻舰干员身份活动，代号忍冬。,1,角色介绍
A|9,int,3,0,角色Ｖ扩张为3
A|12,int,3,0,角色Ｗ扩张为3
E|86,int,1,0,角色妊娠经验为1
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|2,int,1,0,角色有Ｕ处女素质
T|3,int,1,0,角色有Ｗ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|107,int,1,0,角色有人妻素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|122,int,1,0,角色有贫乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|3,str,红色花纹领巾,1,角色脖饰为红色花纹领巾
C|5-0,str,黑色金纹大衣,1,角色上衣为黑色金纹大衣
C|5-1,str,黑色修身马甲,1,角色上衣为黑色修身马甲
C|5-2,str,白色长袖衬衫,1,角色上衣为白色长袖衬衫
C|7,str,棕色皮制手套,1,角色手套为棕色皮制手套
C|8,str,黑色渐变长裙,1,角色下衣为黑色渐变长裙
C|10,str,深色花纹长袜,1,角色袜子为深色花纹长袜
C|11,str,黑色高跟短靴,1,角色鞋子为黑色高跟短靴
C|12,str,罗德岛制式剑,1,角色武器为罗德岛制式剑
C|13,str,腰间御守,1,角色附属物为腰间御守
