key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,110,0,干员编号：110
Name,str,深海色,1,姓名：深海色
Sex,int,1,0,性别：女
Profession,int,7,0,职业：辅助
Race,int,35,0,种族：海嗣
Nation,int,21,0,势力：阿戈尔
Birthplace,int,999,0,出生地：未知
Hp,int,1500,0,初始体力：1500
Mp,int,1500,0,初始气力：1500
Dormitory,str,无,1,无：无
Token,str,手绘的童话故事书。在生命与死亡间跋涉的主人公，最终踏入了河流的尽头。,1,信物
Introduce_1,str,深海色，出身不明，履历缺失。在源石技艺、法术支援、战术协同等方面展现出不俗战力。现于罗德岛担任特种行动小组干员。,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,Ａ处女
T|2,int,1,0,Ｕ处女
T|3,int,1,0,Ｗ处女
T|4,int,1,0,无接吻经验
T|104,int,1,0,少女
T|124,int,1,0,巨乳
T|127,int,1,0,普臀
T|130,int,1,0,肉腿
T|132,int,1,0,长足
A|41,int,2,0,指挥技能level:2
A|42,int,2,0,战斗技能level:2
C|0,str,黑色条纹贝雷帽,1,角色帽子为黑色条纹贝雷帽
C|1,str,红色方框眼镜,1,角色眼镜为红色方框眼镜
C|3,str,红黑格子围巾,1,角色脖子为红黑格子围巾
C|5-1,str,白色加绒外套,1,角色上衣为白色加绒外套
C|5-2,str,黑色短连衣褶裙,1,角色上衣为黑色短连衣褶裙
C|8,str,黑色短连衣褶裙,1,角色下衣为黑色短连衣褶裙
C|10,str,白色短袜,1,角色袜子为白色短袜
C|11,str,黑色短靴,1,角色鞋子为黑色短靴
C|13,str,黑色挎包,1,角色附属物为黑色挎包
