key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4009,0,干员编号：4009
Name,str,艾丽妮,1,姓名：艾丽妮
Sex,int,1,0,性别：女
Profession,int,5,0,职业：近卫
Race,int,19,0,种族：黎博利
Nation,int,181,0,势力：伊比利亚
Birthplace,int,18,0,出生地：伊比利亚
Hp,int,1500,0,初始体力：1500
Mp,int,2000,0,初始气力：2000
Dormitory,str,无,1,无：无
Token,str,一小块赭色礁石，在被交给你之前，它已经在伊比利亚的海岸线上经历了上百年的洗礼。,1,信物
Introduce_1,str,艾丽妮，前伊比利亚审判官，大审判官达里奥的学生。对伊比利亚历史、律法、人文地理等知识十分了解。在“愚人号”事件后，辞去审判官职务，经凯尔希亲自推荐，现以审判庭信使的身份与罗德岛签订合作协议，为应对来自海洋的威胁而做准备。,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,Ａ处女
T|2,int,1,0,Ｕ处女
T|3,int,1,0,Ｗ处女
T|4,int,1,0,无接吻经验
T|105,int,1,0,大姐姐
T|123,int,1,0,普乳
T|127,int,1,0,普臀
T|130,int,1,0,肉腿
T|132,int,1,0,长足
A|41,int,3,0,指挥技能level:3
A|42,int,3,0,战斗技能level:3
C|5999,int,1,0,通用上衣
C|8999,int,1,0,通用下衣
