key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0,str则为1),备注
AdvNpc,int,242,0,干员编号
Name,str,梅尔,1,姓名
Sex,int,1,0,女
Profession,int,7,0,辅助
Race,int,7,0,阿纳缇
Nation,int,42,0,莱茵生命
Birthplace,int,4,0,哥伦比亚
Hp,int,1300,0,初始体力
Mp,int,1200,0,初始气力
Dormitory,str,梅尔宿舍,1,初始宿舍
Token,str,小号的咪波模型。腹部有一个红色的圆形按钮。唔......
Introduce_1,str,梅尔，哥伦比亚出身，莱茵生命研究室所属成员，线控机械装置“咪波”的创造者。能力出众，科研能力极强，经营着个人工作室“鲁特拉”。现与罗德岛合作，在建筑、设计、开发方面提供援助。,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,A处女
T|4,int,1,0,无接吻经验
T|104,int,1,0,少女
T|113,int,1,0,兽尾
T|117,int,1,0,小车
T|124,int,1,0,巨乳
T|127,int,1,0,普臀
T|129,int,1,0,细腿
T|131,int,1,0,小足
A|41,int,3,0,指挥技能level:3
A|42,int,2,0,战斗技能level:2
C|5-1,str,橘色连帽外套,0,橘色连帽外套
C|5-2,str,黑色高领短款毛衣裙,0,黑色高领短款毛衣裙
C|7,str,黑色分指手套,0,黑色分指手套
C|8,str,黑色高领短款毛衣裙,0,黑色高领短款毛衣裙
C|10,str,黑色连裤袜,0,黑色连裤袜
C|11,str,橘色高帮运动鞋,0,橘色高帮运动鞋
C|12,str,咪波控制终端XP,0,咪波控制终端XP
C|13,str,机械水獭咪波,0,机械水獭咪波
