key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4191,0,角色编号
Name,str,蒂比,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,8,0,角色职业为特种
Race,int,19,0,角色种族为黎博利
Nation,int,41,0,角色势力为哥伦比亚
Birthplace,int,4,0,角色出身地为哥伦比亚
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一个喷漆罐，嗞——可以拿它在墙上喷绘你喜欢的图案，但不要随便乱涂乱画哦。,1,角色信物
Introduce_1,str,蒂比，蓝卡坞场景喷绘师。由本人主动联系，希望推动罗德岛与蓝卡坞双方，就为蓝卡坞感染者员工和演员提供医疗服务的问题，建立相关合作关系，同时根据本人意愿，作为特种干员为罗德岛提供服务。,1,角色介绍
A|49,int,3,0,角色绘画技能为3
A|48,int,1,0,角色制造技能为1
E|91,int,100,0,角色绘画经验为100
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|2,int,1,0,角色有Ｕ处女素质
T|3,int,1,0,角色有Ｗ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|122,int,1,0,角色有贫乳素质
T|126,int,1,0,角色有小臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|0,str,粉饰涂鸦棒球帽,0,粉饰涂鸦棒球帽
C|5-1,str,涂鸦风宽松连帽夹克,0,涂鸦风宽松连帽夹克
C|5-2,str,亮黄色工装背带胸兜,0,亮黄色工装背带胸兜
C|5-3,str,白色纯棉内搭背心,0,白色纯棉内搭背心
C|7,str,黄色防滑工作手套,0,黄色防滑工作手套
C|8,str,蓝色牛仔工装短裤,0,蓝色牛仔工装短裤
C|10,str,破洞深色小腿袜,0,破洞深色小腿袜
C|11,str,多绑带厚底机能靴,0,多绑带厚底机能靴
C|12,str,便携式喷漆枪,0,便携式喷漆枪
C|13,str,浮空装置,0,浮空装置
