key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4137,0,角色编号
Name,str,深巡,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,6,0,角色职业为重装
Race,int,34,0,角色种族为阿戈尔
Nation,int,11,0,角色势力为阿戈尔
Birthplace,int,1,0,角色出身地为阿戈尔
Hp,int,2000,0,角色初始体力
Mp,int,1500,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一个简约的金属文件夹，可以根据使用者偏好的规则自动整理文件。深巡似乎希望你用它来收纳她提交的报告。,1,角色信物
Introduce_1,str,西昆妲，前深海猎人计划研究员，现服役于阿戈尔军团系统，担任海巡队指挥官。在阿戈尔向陆上诸国发出合作邀请后，西昆妲以阿戈尔对陆接洽代表的身份与罗德岛达成合作协议，以罗德岛为媒介与陆上诸国建立交流关系。 现以“深巡”为代号，登记为罗德岛合作干员。,1,角色介绍
A|45,int,3,0,角色学识技能为3
E|82,int,200,0,角色学识经验为200
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|112,int,1,0,角色有兽尾素质
T|122,int,1,0,角色有贫乳素质
T|128,int,1,0,角色有巨臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|0,str,蓝色军用头盔,0,蓝色军用头盔
C|5-1,str,白色海军制服,0,白色海军制服
C|5-2,str,蓝色装甲背心,0,蓝色装甲背心
C|7,str,白色作战手套,0,白色作战手套
C|8,str,蓝色作战长裤,0,蓝色作战长裤
C|11,str,黑色军用长靴,0,黑色军用长靴
C|12,str,阿戈尔重盾,0,阿戈尔重盾
C|13-1,str,蓝色装备挂带,0,蓝色装备挂带
C|13-2,str,白色羽毛装饰,0,白色羽毛装饰
