key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,993,0,角色编号
Name,str,伯德,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,7,0,角色职业为辅助
Race,int,13,0,角色种族为菲林
Nation,int,41,0,角色势力为哥伦比亚
Birthplace,int,4,0,角色出身地为哥伦比亚
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,与大帝的合照,1,角色信物
Introduce_1,str,哥伦比亚的旅行歌手，自称“精神上的拓荒者”，与大帝是旧识。来到新汐斯塔故地重游并四处收集故事，在此期间以“一个故事”为报酬担任酒吧“纯白火山”的驻唱歌手。虽然不能像阿黛尔那样看到多利和祂所有的分身，但是在海岸边弹吉他时看到了那只带着矿灯、咀嚼路牌的分身。,1,角色介绍
A|44,int,4,0,角色音乐技能为4
E|85,int,100,0,角色音乐经验为100
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|124,int,1,0,角色有巨乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|5,str,通用上衣,1,角色上衣为通用上衣
C|8,str,通用下衣,1,角色下衣为通用下衣
