key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,1040,0,角色编号
Name,str,蒂拉,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,8,0,角色职业为特种
Race,int,31,0,角色种族为札拉克
Nation,int,43,0,角色势力为黑钢国际
Birthplace,int,999,0,角色出身地为未知
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,便身武器包,1,角色信物
Introduce_1,str,直接与黑钢创始人接触的黑钢国际的成员。达维镇的事件尘埃落定后和海伦娜一起在某处等待某人。,1,角色介绍
A|42,int,2,0,角色战斗技能为2
A|40,int,2,0,角色话术技能为2
E|81,int,25,0,角色战斗经验为25
E|80,int,25,0,角色对话经验为25
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|124,int,1,0,角色有巨乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|5-1,str,蓝色拼接夹克,0,蓝色拼接夹克
C|5-2,str,白色运动背心,0,白色运动背心
C|8,str,黑色工装长裤,0,黑色工装长裤
C|10,str,深灰色运动短袜,0,深灰色运动短袜
C|11,str,黑蓝拼色运动鞋,0,黑蓝拼色运动鞋
C|12,str,黑色战术飞刀,0,黑色战术飞刀
C|13,str,露营套装,0,露营套装
