key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4171,0,角色编号
Name,str,钼铅,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,8,0,角色职业为特种
Race,int,39,0,角色种族为斐迪亚
Nation,int,111,0,角色势力为萨尔贡
Birthplace,int,11,0,角色出身地为萨尔贡
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一块美丽的矿石，根据钼铅的说法，它的颜色会发生变化。工作之余，不妨看一眼，或许会有惊喜。,1,角色信物
Introduce_1,str,探险家，矿石收藏家，同时也是哥伦比亚城际网络中颇为知名的社交媒体视频创作者。在地质考察过程中，不慎感染矿石病，来到罗德岛接受治疗。其后，经过交涉，作为特种干员加入罗德岛，以丰富的地质学知识和荒野求生经验，为罗德岛诸多队伍的野外探索任务提供支持。,1,角色介绍
A|40,int,4,0,角色话术技能为4
A|42,int,1,0,角色战斗技能为1
A|45,int,4,0,角色学识技能为4
E|82,int,100,0,角色学识经验为100
T|0,int,1,0,角色有阴道处女素质
T|1,int,1,0,角色有肛门处女素质
T|2,int,1,0,角色有尿道处女素质
T|3,int,1,0,角色有子宫处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|125,int,1,0,角色有爆乳素质
T|128,int,1,0,角色有巨臀素质
T|130,int,1,0,角色有肉腿素质
T|131,int,1,0,角色有小足素质
C|0,str,深色迷彩鸭舌帽,1,角色帽子为深色迷彩鸭舌帽
C|1,str,圆形细框复古眼镜,1,角色眼镜为圆形细框复古眼镜
C|3,str,白色领结小丝巾,1,角色脖饰为白色领结小丝巾
C|5-0,str,黑色长款战术夹克,1,角色上衣为黑色长款战术夹克
C|5-1,str,土黄图案短袖衬衫,1,角色上衣为土黄图案短袖衬衫
C|7,str,黑色半指战术手套,1,角色手套为黑色半指战术手套
C|8,str,黑色百褶半身短裙,1,角色下衣为黑色百褶半身短裙
C|10,str,白色过膝绑带长袜,1,角色袜子为白色过膝绑带长袜
C|11,str,深棕色系带战术靴,1,角色鞋子为深棕色系带战术靴
C|12,str,红色工程地质锤,1,角色武器为红色工程地质锤
C|13,str,多功能战术腰包组件,1,角色附属物为多功能战术腰包组件
