key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,401,0,角色编号
Name,str,克洛维希娅,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,8,0,角色职业为特种
Race,int,18,0,角色种族为库兰塔
Nation,int,131,0,角色势力为维多利亚
Birthplace,int,13,0,角色出身地为维多利亚
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,指挥官徽章,1,角色信物
Introduce_1,str,长生者，独角兽，“护国公”，维多利亚众多故事中的仙子，为满足选中者的心愿与缝补维多利亚行动。为实现的普通人想要活着的愿望，以裁缝的女儿的身份担任伦蒂尼姆市民自救军指挥官，深受自救军成员们信任爱戴。在战争结束时出现在维娜·维多利亚面前，但被拒绝了，最后抛弃这个身份重新隐于幕后。,1,角色介绍
A|41,int,5,0,角色指挥技能为5
E|87,int,150,0,角色指挥经验为150
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|108,int,1,0,角色有长生者素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|122,int,1,0,角色有贫乳素质
T|127,int,1,0,角色有普臀素质
T|130,int,1,0,角色有肉腿素质
T|131,int,1,0,角色有小足素质
T|112,int,1,0,角色有兽角素质
C|0,str,黑链头饰,0,黑链头饰
C|5,str,白色无袖连衣裙,0,白色无袖连衣裙
C|7,str,褐色皮质臂甲,0,褐色皮质臂甲
C|8,str,白色无袖连衣裙,0,白色无袖连衣裙
C|11,str,墨绿色长筒靴,0,墨绿色长筒靴
