key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,198,0,角色编号
Name,str,坎黛拉,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,7,0,角色职业为辅助
Race,int,22,0,角色种族为佩洛
Nation,int,172,0,角色势力为多索雷斯
Birthplace,int,2,0,角色出身地为玻利瓦尔
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一張多索雷斯的邀請函。這座繁華的城市是她的精心雕琢的作品，可她的目光顯然不只如此,1,角色信物
Introduce_1,str,多索雷斯的現任市長，在玻利瓦爾混亂的環境中維持著這座城市的中立性，依託城市發達的旅遊業吸納來自泰拉各處的外匯。現因商業合作事宜暫且停留與羅德島,1,角色介绍
A|40,int,3,0,角色话术技能为3
A|45,int,2,0,角色学识技能为2
A|41,int,2,0,角色指挥技能为2
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|106,int,1,0,角色有熟女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|122,int,1,0,角色有贫乳素质
T|127,int,1,0,角色有普臀素质
T|129,int,1,0,角色有细腿素质
T|131,int,1,0,角色有小足素质
C|3,str,靛藍色領帶,1,角色脖子为靛藍色領帶
C|5-0,str,白色修身西裝上衣,1,角色上衣为白色修身西裝上衣
C|5-1,str,白色長袖襯衫,1,角色上衣为白色長袖襯衫
C|7,str,白手套,1,角色手套为白手套
C|8,str,白色西裝裤,1,角色下衣为白色西裝裤
C|10,str,低丹數膚色丝袜,1,角色袜子为低丹數膚色丝袜
C|11,str,亮面黑中筒靴,1,角色鞋子为亮面黑中筒靴
