key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0,str则为1),备注
AdvNpc,int,4039,0,干员编号：4039
Name,str,号角,1,姓名：号角
Sex,int,1,0,性别：女
Profession,int,6,0,职业：重装
Race,int,20,0,种族：鲁珀
Nation,int,161,0,势力：维多利亚
Birthplace,int,13,0,出生地：维多利亚
Hp,int,2500,0,初始体力：2500
Mp,int,2500,0,初始气力：2500
Dormitory,str,无,1,无：无
Token,str,一本备忘录。第一页上工整地写着许多乐器的名字。她分享给你的是情报，也是回忆。,1,信物
Introduce_1,str,号角，毕业于维多利亚皇家近卫学校，现为维多利亚风暴突击队第二分队指挥官。于伦蒂尼姆事件中与罗德岛协同作战，经精英干员Misery介绍，与罗德岛签订战略合作条款。,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,Ａ处女
T|2,int,1,0,Ｕ处女
T|3,int,1,0,Ｗ处女
T|4,int,1,0,无接吻经验
T|105,int,1,0,大姐姐
T|111,int,1,0,兽耳
T|113,int,1,0,兽尾
T|124,int,1,0,巨乳
T|128,int,1,0,巨臀
T|130,int,1,0,肉腿
T|132,int,1,0,长足
A|41,int,3,0,指挥技能level:3
A|42,int,4,0,战斗技能level:4
C|5999,int,1,0,通用上衣
C|8999,int,1,0,通用下衣
