key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,496,0,干员编号：496
Name,str,野鬃,1,姓名：野鬃
Sex,int,1,0,性别：女
Profession,int,1,0,职业：先锋
Race,int,18,0,种族：库兰塔
Nation,int,52,0,势力：红松骑士团
Birthplace,int,5,0,出生地：卡西米尔
Hp,int,2500,0,初始体力：2500
Mp,int,2000,0,初始气力：2000
Dormitory,str,无,1,无：无
Token,str,破损的母枪外壳碎片，被野鬃珍贵地保留下来。每一场战斗都伴随着代价，凡事需要再三思考，野鬃这样提醒着自己。,1,信物
Introduce_1,str,“野鬃”骑士艾沃娜，作为红松骑士团的成员，在经历卡西米尔本届特锦赛及一系列风波之后加入罗德岛。除了进行必要的矿石病治疗，野鬃也愿意为罗德岛提供战斗方面的支持。为了感染者，她愿意做很多事。,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,Ａ处女
T|2,int,1,0,Ｕ处女
T|3,int,1,0,Ｗ处女
T|4,int,1,0,无接吻经验
T|105,int,1,0,大姐姐
T|111,int,1,0,兽耳
T|113,int,1,0,兽尾
T|124,int,1,0,巨乳
T|127,int,1,0,普臀
T|130,int,1,0,肉腿
T|132,int,1,0,长足
T|150,int,1,0,源石病感染者
T|162,int,1,0,体表源石结晶
A|41,int,1,0,指挥技能level:1
A|42,int,3,0,战斗技能level:3
C|5-1,str,白色骑士内衬,1,白色骑士内衬
C|5-2,str,红白格纹外套,1,红白格纹外套
C|7,str,银色金属护手,1,银色金属护手
C|8,str,黑色战术短裤,1,黑色战术短裤
C|10,str,黑色护腿装甲,1,黑色护腿装甲
C|11,str,银色骑士铁靴,1,银色骑士铁靴
C|12,str,卡西米尔骑枪,1,卡西米尔骑枪
C|13-1,str,银色腰甲,1,银色腰甲
C|13-2,str,红色飘带装饰,1,红色飘带装饰
