key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,2012,0,角色编号
Name,str,提丰,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,2,0,角色职业为狙击
Race,int,25,0,角色种族为萨卡兹
Nation,int,121,0,角色势力为萨米
Birthplace,int,12,0,角色出身地为萨米
Hp,int,2000,0,角色初始体力
Mp,int,2000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一瓶散发着浓郁气味的植物提取液。掩盖文明的气味，融入荒野，成为猎人，成为她的同伴。,1,角色信物
Introduce_1,str,提丰，活跃于萨米的萨卡兹，以猎人自居，对萨米的自然环境和潜在威胁有着充足的知识储备和应对技巧。现应干员麦哲伦邀请与罗德岛进行合作，协助罗德岛在萨米及无尽冰原地区的事务。,1,角色介绍
A|0,int,1,0,角色Ｎ感觉为1
E|81,int,100,0,角色战斗经验为100
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|125,int,1,0,角色有爆乳素质
T|128,int,1,0,角色有巨臀素质
T|130,int,1,0,角色有肉腿素质
T|131,int,1,0,角色有小足素质
C|0,str,恶魔头冠,0,恶魔头冠
C|3,str,白色皮革项圈,0,白色皮革项圈
C|5-1,str,黑色镂空战斗紧身衣,0,黑色镂空战斗紧身衣
C|5-2,str,灰白宽松大外套,0,灰白宽松大外套
C|6,str,黑色运动抹胸,0,黑色运动抹胸
C|8,str,黑色紧身短裤,0,黑色紧身短裤
C|10-1,str,左腿黑色吊带过膝长袜,0,黑色吊带过膝长袜
C|10-2,str,右腿黑色小腿袜,0,右腿黑色小腿袜
C|11,str,黑银厚底高跟战靴,0,黑银厚底高跟战靴
C|12,str,复合动力弓,0,复合动力弓
C|13,str,金属环形角饰,0,金属环形角饰
