key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,4134,0,角色编号
Name,str,魔王,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,7,0,角色职业为辅助
Race,int,25,0,角色种族为萨卡兹
Nation,int,0,0,角色势力为罗德岛
Birthplace,int,6,0,角色出身地为卡兹戴尔
Hp,int,1500,0,角色初始体力
Mp,int,1000,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,一份与罗德岛继续同行的承诺，这是现在的她唯一能给予你的东西。你知道她一定会践行诺言。,1,角色信物
Introduce_1,str,巴别塔的创立者，特蕾西娅。\n一段来自过去的回响，承载着通往未来的爱与希望。,1,角色介绍
A|42,int,4,0,角色战斗技能为4
A|45,int,6,0,角色学识技能为6
E|81,int,100,0,角色战斗经验为100
E|82,int,200,0,角色学识经验为200
T|1,int,1,0,角色有Ａ处女素质
T|0,int,1,0,角色有处女素质
T|3,int,1,0,角色有Ｗ处女素质
T|150,int,1,0,角色有源石病感染者素质
T|2,int,1,0,角色有Ｕ处女素质
T|130,int,1,0,角色有肉腿素质
T|123,int,1,0,角色有普乳素质
T|4,int,1,0,角色有无接吻经验素质
T|106,int,1,0,角色有熟女素质
T|131,int,1,0,角色有小足素质
C|7,str,戒指,1,角色手套为戒指
C|10,str,长黑丝,1,角色袜子为长黑丝
C|0,str,黑色高跟靴子,1,角色帽子为黑色高跟靴子
C|5-0,str,黑色高领毛衣,1,角色上衣为黑色高领毛衣
C|5-1,str,白色纱裙,1,角色上衣为白色纱裙
