key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,137,0,干员编号：137
Name,str,猎蜂,1,姓名：猎蜂
Sex,int,1,0,性别：女
Profession,int,5,0,职业：近卫
Race,int,29,0,种族：乌萨斯
Nation,int,141,0,势力：乌萨斯
Birthplace,int,14,0,出生地：乌萨斯
Hp,int,2500,0,初始体力：2500
Mp,int,2000,0,初始气力：2000
Dormitory,str,无,1,无：无
Token,str,一座拳赛奖杯。底座上刻下的名字业已模糊，但杯身仿佛依然散发着自豪的光辉。,1,信物
Introduce_1,str,前乌萨斯地下搏击手，所属组织分裂后加入罗德岛。现作为近卫干员，在最前线发挥她出色的破坏力,1,人物介绍_1
T|0,int,1,0,处女
T|1,int,1,0,Ａ处女
T|2,int,1,0,Ｕ处女
T|3,int,1,0,Ｗ处女
T|4,int,1,0,无接吻经验
T|104,int,1,0,少女
T|111,int,1,0,兽耳
T|113,int,1,0,兽尾
T|124,int,1,0,巨乳
T|127,int,1,0,普臀
T|130,int,1,0,肉腿
T|132,int,1,0,长足
T|150,int,1,0,源石病感染者
A|41,int,1,0,指挥技能level:1
A|42,int,2,0,战斗技能level:2
C|5-1,str,黑色花纹带兜帽长袖外套,1,角色上衣为黑色花纹带兜帽长袖外套
C|5-2,str,黄黑条纹长袖衬衣,1,角色上衣为黄黑条纹长袖衬衣
C|7,str,绷带,1,角色手套为绷带
C|8,str,棕色短裤,1,角色下衣为棕色短裤
C|10-1,str,黄色过膝袜（右）,1,角色袜子为黄色过膝袜（右）
C|10-2,str,加固护膝（左）,1,角色袜子为加固护膝（左）
C|11,str,红色绑带短靴,1,角色鞋子为红色绑带短靴
