key,type,value,get_text,info
键,类型,值,多语言化处理(前面的类型里int则为0，str则为1),备注
AdvNpc,int,291,0,角色编号
Name,str,安洁莉娜,1,角色姓名
Sex,int,1,0,角色性别
Profession,int,7,0,角色职业为辅助
Race,int,28,0,角色种族为沃尔珀
Nation,int,0,0,角色势力为罗德岛
Birthplace,int,16,0,角色出身地为叙拉古
Hp,int,1500,0,角色初始体力
Mp,int,1500,0,角色初始气力
Dormitory,str,无,1,角色初始宿舍
Token,str,酸橙味的保湿唇膏。旷野中的风与夜晚的城市一样干燥。,1,角色信物
Introduce_1,str,安洁莉娜，本名安心院安洁莉娜。于叙拉古从事情报递送、货物运输等公开活动，推测身份：信使。现作为实习术师干员，为罗德岛提供后勤保障、战场辅助与战术协同等服务。,1,角色介绍
TextColor,str,#cfa498,1,角色字体颜色为#cfa498
A|45,int,1,0,角色学识技能为1
E|82,int,30,0,角色学识经验为30
E|81,int,30,0,角色战斗经验为30
T|0,int,1,0,角色有处女素质
T|1,int,1,0,角色有Ａ处女素质
T|2,int,1,0,角色有尿道处女素质
T|3,int,1,0,角色有子宫处女素质
T|4,int,1,0,角色有无接吻经验素质
T|104,int,1,0,角色有少女素质
T|111,int,1,0,角色有兽耳素质
T|113,int,1,0,角色有兽尾素质
T|123,int,1,0,角色有普乳素质
T|127,int,1,0,角色有普臀素质
T|130,int,1,0,角色有肉腿素质
T|132,int,1,0,角色有长足素质
T|150,int,1,0,角色有源石病感染者素质
T|162,int,1,0,角色有体表源石结晶素质
C|2,str,單耳型無線耳機,1,角色耳饰为單耳型無線耳機
C|3,str,羅德島標準型感染監測環,1,角色脖饰为羅德島標準型感染監測環
C|5-0,str,棕色寬鬆居家上衣,1,角色上衣为棕色寬鬆居家上衣
C|5-1,str,紅棕二色薄夾克,1,角色上衣为紅棕二色薄夾克
C|5-2,str,信使風衣,1,角色上衣为信使風衣
C|6,str,灰色運動胸衣,1,角色胸衣为灰色運動胸衣
C|7,str,黑白二色防寒手套,1,角色手套为黑白二色防寒手套
C|8,str,黑色白邊運動短裤,1,角色下衣为黑色白邊運動短裤
C|9,str,灰色運動內裤,1,角色内裤为灰色運動內裤
C|10,str,黑色白條中筒袜,1,角色袜子为黑色白條中筒袜
C|11,str,短筒運動靴,1,角色鞋子为短筒運動靴
C|12,str,重力型源石法杖,1,角色武器为重力型源石法杖
