cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
复合精制肉酱烹饪问题库,,,,,,,
222001,222,备料,制作复合精制肉酱时挑选多种肉类应优先考虑什么？,选用新鲜无异味且来源可靠的肉类,挑选临近保质期但尚未变质的肉,选用反复冻融过一次的冷冻肉,捡取已经发黏发臭的腐败肉块
222002,222,备料,将不同肉类绞碎前为获得更好质地通常需要做什么？,仔细剔除筋膜与多余结缔组织,保留大块筋膜以增加咀嚼感,连同碎骨一起绞入用来提味,把整块带毛的生肉直接丢进绞肉机
222003,222,备料,复合肉酱讲究肥瘦搭配备料时较合理的做法是什么？,按比例搭配适量肥肉与瘦肉,只用纯瘦肉以一味追求低脂,几乎全用肥肉以求口感顺滑,用大量肥膘块完全替代瘦肉
222004,222,备料,绞肉前将肉料适当冷藏的主要目的是什么？,保持低温防止脂肪受热涂抹乳化失败,让肉质变硬方便一次绞得更碎,使肉表面结冰从而增加风味,把肉彻底冻成冰坨再用力砸碎
222005,222,备料,备料阶段对绞肉机与刀具的卫生要求是什么？,清洗消毒并保持干燥无残渣,用清水快速冲一下便可使用,沿用上次绞肉残留的部件,用沾满泥土的工具直接绞肉
222006,222,备料,多种肉复合时为求风味均衡选肉较合适的方向是什么？,搭配不同风味与质地的肉类互补,只反复使用同一种肉以求稳妥,随手抓取手边任意几块边角肉,把不明来源的杂碎肉混在一起
222007,222,备料,添加营养剂前备料阶段应如何准备该成分？,按配方称取适量并确认未受潮结块,凭手感随意多撒一些以便备用,直接使用受潮结块的营养剂凑数,把整袋营养剂一次全部倒进去
222008,222,备料,备料时为后续长期装罐保存应提前准备什么？,准备洁净并经高温消毒的密封罐,找几个洗过的旧罐直接备用,使用未经消毒的常温空罐,翻出沾着霉斑的破损罐子
222009,222,备料,处理生肉时为避免交叉污染较合适的做法是什么？,生熟分开使用不同砧板与器具,生熟食材共用同一块砧板,用切完生肉未洗的刀去切熟料,把生肉血水随意抹到成品上
222010,222,备料,备料时对肥肉部分较合适的处理方式是什么？,将肥肉单独切丁以便后续控制比例,把肥瘦混在一起随意切成大块,只把肥肉表层象征性削掉一点,把整块肥膘原样直接丢入锅中
222011,222,备料,备料完成后台面与食材应保持什么状态？,整洁有序且各料分类低温暂存,食材集中堆在一处常温久放待用,生肉敞口摊放在温热台面上,肉料散落满地随处随意堆放
222012,222,备料,称量各种肉类比例时为成品稳定应做到什么？,按既定配比准确称量并记录,全凭经验目测大致估量,每次都临时随意更改比例,把所有肉一股脑乱倒不加计量
222013,222,烹饪,将绞好的复合肉料下锅时为激发香气通常先做什么？,中火煸炒至肉色转变并散出肉香,直接加入大量清水煮成肉汤,全程小火只焐而不去翻炒,用猛火把肉瞬间烧成焦炭
222014,222,烹饪,炒制肉料时利用美拉德反应上色的关键是什么？,适当高温让肉表面充分焦化生香,始终保持低温让肉慢慢焐熟,不断加水使锅温维持很低,把肉泡在冷水里等它变色
222015,222,烹饪,复合肉酱熬煮成酱的合适火候是什么？,转小火耐心慢熬使其逐渐浓稠,始终用大火快速强行收干,中火不加搅拌一直猛煮,开到最大火把整锅酱烧糊
222016,222,烹饪,熬煮过程中为防止肉酱粘锅焦底应如何操作？,不时翻动搅拌并控制好底火,盖盖之后长时间完全不去管,只在临近出锅时才搅动一次,把锅离火扔在一旁不再理会
222017,222,烹饪,制作油封肉酱时脂肪所起的主要作用是什么？,包裹肉料隔绝空气帮助保存并增润,仅仅是为了让锅底更滑一些,主要用来稀释过浓的肉味,用来把肉酱彻底变成一锅清油
222018,222,烹饪,油封慢煮时较合适的温度区间特点是什么？,保持温油低温慢煮而非剧烈沸腾,让油持续猛烈翻滚不断冒大泡,把油一直烧到冒出大量青烟,用沸腾的开水把油彻底煮开
222019,222,烹饪,判断复合肉酱熬到合适浓稠度的方法是什么？,酱体浓润油亮且能挂住勺背,只看熬煮所用的计时时长,等到酱体完全焦干结块为止,凭锅里冒泡的声响大小来判断
222020,222,烹饪,炒香多种肉料时为求受热均匀较好的做法是什么？,分散摊开翻炒使各处受热一致,把肉堆成一团只焖中心部分,只翻动表面而下层始终不管,把肉压成厚饼贴在锅边干烤
222021,222,烹饪,熬煮肉酱时水分控制不当过度收干会怎样？,酱体发柴干硬失去顺滑口感,酱体反而变得稀薄如同清汤,肉酱颜色立刻变成雪白一片,肉酱会自己跳出锅外乱蹦
222022,222,烹饪,复合肉酱锅温过低且长时间炖煮容易出现什么问题？,香气难以激发且油脂浑浊不清,表面在瞬间焦黑并发出苦味,肉料立刻全部化成一锅清水,整锅肉酱凭空消失不见踪影
222023,222,烹饪,在熬制中后期加入油脂封润时较合适的方式是什么？,缓缓加入并搅匀使油肉充分融合,一次性倾入大量冷油猛然激锅,把油直接浇在锅边任其分层,往锅里倒入机油以增加亮度
