cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
“机油”烹饪问题库,,,,,,,
131001,131,备料,调制机油这类特调鸡尾酒时决定酒体漆黑的通常是？,深色的咖啡系或黑糖系利口酒,真正的工业润滑油,大量食用墨汁,烧焦的锅底灰
131002,131,备料,机油表面那层琥珀色浮油实际上应当是？,密度较低的高度酒或糖浆漂浮层,真正的机械用油,融化的塑料,浮在上面的锅底浮沫
131003,131,备料,备料时量取各种酒液较合适的工具是？,带刻度的专用量酒器,吃饭用的大汤勺,随手抓来的水杯,不作量取全凭手感倾倒
131004,131,备料,调酒用冰块的品质要求是？,以洁净水制成且质地紧实不易速融,取用冰箱里带异味的旧冰,直接从地上刮来的碎冰,用雪水随手捏成的冰团
131005,131,备料,备料阶段对摇酒壶的处理是？,清洗消毒并擦干确保无残留异味,只用清水冲一下便使用,沿用上一杯的残液不作清洗,拿沾着油污的抹布擦一擦
131006,131,备料,调制机油时用于增稠与调甜的常见材料是？,自制糖浆或黑糖浆,大把干白糖直接投入,一整块黄油,几勺食盐
131007,131,备料,备料时对基酒品质的要求是？,风味干净且度数稳定的合格烈酒,已经变味发酸的剩酒,兑满清水的低度饮料,来路不明的工业酒精
131008,131,备料,调制前对酒杯的预处理常见做法是？,预先冰镇酒杯以延缓成品升温,把酒杯放在火上烤热,在杯中先倒满热水,不作任何处理直接使用
131009,131,备料,备料时准备柑橘皮等装饰物的要点是？,选用新鲜果皮并现用现削以保住香气,提前削好放置数日,使用已经发霉的果皮,用塑料片冒充果皮
131010,131,备料,配方比例在备料阶段应如何对待？,精确记录并按比例备齐各项材料,凭感觉随手倾倒不必记录,每次都刻意改成不同比例,只准备一种材料其余临时凑
131011,131,备料,备料台面与器具的卫生要求是？,保持清洁并做到生熟与酒具分区,大致擦一下台面便开工,把酒具与厨余混放一处,用刚翻过垃圾的脏手抓冰块
131012,131,备料,备料完成后所有材料应处于什么状态？,分类摆放且冰块与酒液均处于适宜状态,全部堆在一处随意混放,冰块化成水也照常使用,与杂物混装在同一容器中
131013,131,烹饪,机油这类含糖浆的鸡尾酒通常采用哪种手法混合？,以摇酒壶摇制使各料充分乳化融合,只用筷子随意搅两下,把所有材料倒进锅里煮开,把材料放在太阳下晒匀
131014,131,烹饪,摇制时加入冰块的作用是？,同时完成降温稀释与充分混合,单纯为了让杯子看起来满,让酒精浓度自动升高,把酒液冻成固体
131015,131,烹饪,摇制时长过久会带来的问题是？,过度稀释使酒体变得寡淡无力,酒体会变得越来越浓,酒精会因此完全消失,酒液会自动分层成三段
131016,131,烹饪,摇制手法的要点是？,握稳壶身快速有力并注意密封防漏,慢悠悠地轻轻晃两下,单手随意抛接摇酒壶,打开壶盖边摇边倒
131017,131,烹饪,双重过滤这一手法的目的是？,滤去碎冰与细渣使酒体更为顺滑,把酒液滤成清水,让酒液带上更多冰碴,单纯为了多花时间
131018,131,烹饪,制作漂浮浮油层的关键是？,借密度差沿吧勺背面缓缓注入使其浮于表面,直接大力冲入让其彻底混合,先倒浮油层再倒酒体,把浮油层用力搅进酒中
131019,131,烹饪,若浮油层直接沉底最可能的原因是？,密度或注入手法不当导致未能悬浮,酒杯的形状不对,房间温度过低,冰块放得太少
131020,131,烹饪,搅拌法与摇制法的适用区别是？,清澈无浆料者宜搅拌含糖浆乳料者宜摇制,两种手法完全没有区别,任何酒都必须煮沸处理,所有鸡尾酒都只能用搅拌
131021,131,烹饪,调制过程中控制稀释度的意义是？,决定成品的口感强度与顺滑程度,稀释度与口感毫无关系,稀释越多酒越好喝,稀释会让酒精度升高
131022,131,烹饪,调制时器具沾染前一杯残味的后果是？,串味破坏本杯的风味平衡,能让新酒的层次更加丰富,可以省下清洗的功夫,对成品毫无影响
131023,131,烹饪,机油若追求漆黑不透光的观感调制时应注意什么？,避免过度稀释与起沫以免酒色发灰,尽量多加清水使颜色变淡,大力搅打让泡沫铺满液面,加入白色乳料调浅颜色
131024,131,烹饪,调制完成后应尽快做的是？,及时滤出并上桌以免冰块继续稀释,放置半小时后再上桌,连冰带酒放进冰箱过夜,反复倒来倒去玩上一会儿
131025,131,调味,机油调味所追求的核心平衡是？,苦甜交织且酒感明确不失顺滑,甜到发腻尝不出其他滋味,苦得完全无法入口,毫无味道如同清水
131026,131,调味,调整机油甜度时较稳妥的做法是？,以糖浆少量多次加入并随时试味,一次性大量加糖直接到位,凭感觉随手倒入糖浆,把整袋白糖倾入壶中
131027,131,调味,若成品过甜可如何调整？,补入少量酸味或苦精提振结构,继续加糖直到甜得平衡,加入食盐掩盖甜味,加热煮沸把糖蒸发掉
131028,131,调味,苦精在调味中的作用是？,以极小用量收拢风味并增添层次,作为主料大量倒入,单纯为了给酒染色,替代基酒提供酒精
131029,131,调味,试味时较专业的做法是？,以吸管取极少量品尝并随时调整,把整杯喝掉再重新调一杯,只靠闻香从不品尝,请客人先喝再决定怎么调
