cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
壳虾岩蟹披萨烹饪问题库,,,,,,,
60001,60,备料,制作壳虾岩蟹披萨时披萨饼底面团应如何醒发？,在温暖处发酵至约两倍大,稍微膨胀一点就马上擀开,冷藏后不回温直接擀开,把面团丢进沸水锅里煮发
60002,60,备料,处理新鲜壳虾去腥时较合适的第一步是？,去除虾线并剔净头部污物,只用清水冲一下表面即可,长时间泡在清水里去腥,把虾埋进沙土中去除腥味
60003,60,备料,获取岩蟹肉前对螃蟹较合适的处理方式是？,先蒸熟后再细心拆出蟹肉,生剥蟹壳取出未熟蟹肉,长时间久煮把蟹肉煮得发柴,用锤子连壳带肉一起砸碎
60004,60,备料,为壳虾岩蟹披萨准备蒜香风味时蒜应如何处理？,去皮后切成细末或薄片,整瓣不去皮直接铺在饼上,把大蒜长时间泡在水里待用,把发芽变质的蒜直接剁碎
60005,60,备料,挑选制作披萨用的芝士时较合适的是？,选用易拉丝的马苏里拉芝士,随手拿一块发硬的边角芝士,用接近变质带酸味的芝士,用已经长霉发绿的芝士
60006,60,备料,备料时挑选壳虾较为合适的标准是？,虾体饱满有弹性且无异味,外壳略软但气味尚可接受,已经发软散发腥臭味的虾,在路边捡来的死虾
60007,60,备料,处理虾蟹海鲜的砧板与刀具应如何准备？,使用清洗洁净的专用砧板和刀,借用刚切过生肉未洗的砧板,用沾着洗洁精泡沫的刀直接切,用生锈卷刃的破刀处理
60008,60,备料,擀制披萨饼底前对工作台面较合适的处理是？,撒上薄薄一层干面粉防粘,在台面上抹满一层清水,什么都不做任由面团粘台,在台面上涂油后再撒满白糖
60009,60,备料,备料阶段准备披萨酱底时较合适的选择是？,备好新鲜的番茄基底酱料,用放置很久变味的剩酱料,随手用甜面酱代替番茄底,用洗洁精兑水充当酱底
60010,60,备料,为突出蒜香备料时还可额外准备什么？,少许橄榄油与新鲜欧芹碎,前一天就切好敞放的蒜末,从角落翻出的发霉香草,没有清洗的带泥香料
60011,60,备料,处理岩蟹肉时为保证卫生应注意什么？,仔细剔除碎蟹壳与软骨,留着碎壳一起铺到披萨上,不做挑拣直接使用蟹肉,把掉地上的蟹肉捡起再用
60012,60,备料,备料完成后对生鲜虾蟹的临时存放较合适的是？,低温冷藏并尽快使用,常温下长时间敞放待用,放在温热的灶台边备用,泡在脏水盆里搁置
60013,60,烹饪,烤制壳虾岩蟹披萨时烤箱温度较合适的设置是？,预热至高温后再放入烘烤,低温慢烤让饼底始终发软,不预热直接放进冷烤箱,仅用微弱余温烘很久
60014,60,烹饪,披萨饼底擀制时的厚度较合适的是？,擀成厚薄均匀的薄饼底,中间厚四周薄随意成型,擀得极厚像一块厚面包,擀到处处破洞会漏馅
60015,60,烹饪,铺放配料时较合理的顺序是？,先抹酱再撒芝士最后放虾蟹,先放虾蟹再随意倒酱,把所有材料一股脑堆中央,把配料铺在饼底背面烤
60016,60,烹饪,为避免海鲜出水使饼底湿软可以怎么做？,虾蟹肉先沥干水分再铺放,带着大量汁水直接铺上去,往饼上额外多浇些清水,把饼底先泡水再铺料
60017,60,烹饪,高温烘烤披萨时判断饼底熟成的合适方法是？,看饼边金黄且微微鼓起,只凭计时器固定时间判断,按压中心凭软硬来判断,贴着烤箱听披萨的声音
60018,60,烹饪,烤制时为让芝士均匀融化拉丝应如何？,保持足够高温使芝士充分融化,全程低温让芝士迟迟不化,中途频繁开门散失热气,用喷枪对着芝士直接烧
60019,60,烹饪,壳虾在披萨上烤制时怎样避免烤得过老发柴？,控制好时间不过度久烤,无论多久都一直烤到焦干,提前久煮后再长时间烤,把虾烤到完全碳化为止
60020,60,烹饪,放入烤箱前对披萨饼底边缘可以怎样处理？,捏出微微隆起的饼边锁住配料,把饼边压得极薄几乎没边,在饼边戳满孔洞任其漏料,把饼边折起盖住全部配料
60021,60,烹饪,烤制中发现芝士上色过快可以怎么做？,适当加盖锡纸防止烤焦,继续高温烤到表面焦黑,立刻把温度调得更高,往披萨上浇水降温
60022,60,烹饪,使用披萨石板烘烤时较合适的做法是？,随石板一同充分预热后再放,把披萨放上冷石板再升温,不预热石板直接放披萨,把石板浸水后立刻放披萨
60023,60,烹饪,判断壳虾岩蟹披萨整体烤好的合适标志是？,饼底酥脆芝士金黄虾蟹熟透,只看表面芝士是否融化,仅凭饼底发白来判断,用尺子量披萨直径来判断
60024,60,烹饪,披萨出炉后较合适的即时处理是？,取出后稍作静置再切分,出炉后立刻泡进冷水里,留在熄火烤箱里长时间闷,把滚烫披萨直接扣桌上
60025,60,调味,为壳虾岩蟹披萨增添蒜香较合适的做法是？,烤前刷上一层蒜香橄榄油,挤上一整管现成蒜蓉酱,把大量生蒜末厚堆表面,淋上一勺食用洗洁精
60026,60,调味,给海鲜披萨调味时盐的用量原则是？,少量多次边尝边调整,按食谱一次足量放入不调,先放双倍盐再设法补救,把盐全换成等量白糖
