cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
接骨木酒烹饪问题库,,,,,,,
127001,127,备料,酿造接骨木酒采用的部位是？,盛开时新鲜洁净的接骨木花,粗大的木质枝干,连泥带根的整株植株,地上腐烂的落叶
127002,127,备料,采摘接骨木花较合适的时机是？,初夏晴日清晨花开正盛露水已干时,雨中花朵被淋透之时,花朵枯萎发褐之后,尚未开放的花苞干枯时
127003,127,备料,采花后处理花朵时的要点是？,轻轻抖去尘土与小虫并剪去粗梗,连粗梗与枝叶一并投入,浸在水中反复搓洗至香气尽失,放在烈日下暴晒到焦黑
127004,127,备料,酿造时应尽量避免带入的部分是？,苦涩的绿色花梗与枝叶,洁白的花瓣本身,已完全开放的花序,清洗后沥干的花朵
127005,127,备料,接骨木花的香气特点决定了处理时的原则是？,尽量轻手轻脚以免香气受损,越用力揉搓香气越浓,必须先水煮一小时,应先冷冻数日再使用
127006,127,备料,家酿接骨木酒常用来补充糖分的是？,适量的糖或蜂蜜,大把食盐,整瓶食用醋,几勺辣椒粉
127007,127,备料,备料时常加入柑橘类果汁的作用是？,补充酸度使风味更为平衡并利于发酵,单纯为了增加甜味,让酒液变成橙红色,替代酒曲承担糖化作用
127008,127,备料,酿造前对发酵容器的处理是？,彻底清洗并做消毒杀菌处理,用清水快速冲一遍即可,拿干布擦去表面浮灰,直接使用沾满旧渣的脏桶
127009,127,备料,选用酵母时较合适的做法是？,选用适配果酒风格的酿酒酵母,随手取用发面的面包酵母,完全依赖空气中的野生菌,刮取墙皮上的霉斑使用
127010,127,备料,酿酒用水较合适的选择是？,洁净无氯的软质饮用水,直接取用的生自来水,略带咸涩味的硬质矿泉水,池塘里浑浊发臭的生水
127011,127,备料,判断接骨木花是否可用较合适的方法是？,查看花色洁白饱满且香气清新,只挑已经发褐枯萎的花,认为沾着虫子的花更有风味,采集后放置一周再使用
127012,127,备料,备料完成后所有原料应处于什么状态？,分类洁净且用量称量妥当,全部堆在一处随意混放,露天敞放任凭尘土落入,与杂物混装在同一容器中
127013,127,烹饪,接骨木花的香气通常如何转入酒中？,以糖水浸泡花朵浸提出花香,把花朵直接煮沸一小时,将花朵烤焦后碾粉投入,把花插在瓶口让香气自行飘入
127014,127,烹饪,浸泡花朵时的温度把握原则是？,温度不宜过高以免香气与色泽受损,越接近沸腾浸提越充分,必须在冰点以下浸泡,直接架在明火上边煮边泡
127015,127,烹饪,浸泡时长过久可能带来的问题是？,苦涩物质析出压过清雅花香,花香会因此完全消失,酒液会因此不再发酵,花朵会重新变成花苞
127016,127,烹饪,浸提完成后需要做的是？,滤去花渣只留清澈的花香糖液,把花渣捣碎后一并留下,倒掉浸出液只留花渣,让花渣一直泡到发酵结束
127017,127,烹饪,接种酵母前对糖液的要求是？,降至适宜温度并调好糖酸比例,趁滚烫时立刻投入酵母,冻成冰块后再投酵母,不作任何调整直接接种
127018,127,烹饪,发酵期间较适宜的环境温度是？,温和而恒定的适宜温度,越热越好紧挨着火炉摆放,越冷越好塞进冰窖里,任其忽冷忽热随天气变化
127019,127,烹饪,发酵容器上安装水封的作用是？,让二氧化碳排出而阻止杂菌进入,彻底密死不留任何排气通道,让空气自由进出以助发酵,单纯是为了好看
127020,127,烹饪,判断发酵是否正常进行可观察什么？,水封处是否持续冒出气泡,仅凭液面颜色深浅来判断,凭容器外壁的冷热来推测,贴着罐子聆听里面的回响
127021,127,烹饪,发酵接近完成的标志通常是？,气泡明显减少且糖分被大量消耗,气泡突然变得愈发剧烈,液面浮起一层厚厚白霜,酒液开始倒着向上流淌
127022,127,烹饪,发酵结束后进行倒罐分离的作用是？,把清酒与底部沉淀分开以免产生异味,把沉淀搅匀后一同保留,将清酒倒掉只留沉淀,让沉淀一直留在罐中数年
127023,127,烹饪,发酵中若闻到明显醋酸味说明什么？,酒液已受醋酸菌污染需立即处置,说明发酵进行得格外顺利,说明花香正在不断增强,说明酒精度数已经很高
127024,127,烹饪,发酵期间频繁开盖查看的风险是？,极易引入杂菌并使花香散失,能让酒发酵得更快更好,可以让酒液吸收更多香气,完全没有任何风险
127025,127,调味,接骨木酒调味追求的核心风格是？,花香清雅与酸甜适口彼此协调,甜到黏腻尝不出花香,酸得难以下咽,苦涩浓重以显复杂
127026,127,调味,调整接骨木酒甜度时较稳妥的做法是？,少量多次调配并随时品评,一次性大量加糖直接到位,凭感觉随手倒入糖浆,把整袋白糖倾入罐中
127027,127,调味,若花香偏弱可如何自然补足？,以新鲜花朵再作一次短时浸提后调入,倒入大量人工花香精,喷洒香水到酒液之中,投入香皂借取它的香味
127028,127,调味,若酒液苦涩偏重多半是因为？,浸泡时带入过多花梗或浸提时间过长,糖分加得太少,发酵温度偏低,容器清洗得太干净
127029,127,调味,接骨木酒陈放一段时间的意义是？,让花香与酒体相互融合趋于圆润,让酒精度数继续大幅上升,使酒色迅速变成深黑,把果酒变成浓稠糖浆
