cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
黑咖啡烹饪问题库,,,,,,,
108001,108,备料,制作黑咖啡时应优先选用哪种状态的咖啡豆？,烘焙日期新鲜的咖啡豆,已开封放置数周的咖啡豆,接近赏味期但尚未受潮的咖啡豆,长出霉斑散发霉味的咖啡豆
108002,108,备料,冲煮黑咖啡前研磨咖啡豆较合适的时机是？,冲煮前才现磨以保留香气,提前一晚磨好密封保存,一次磨出数日用量分装冷藏,等冲煮完成后再补磨豆子
108003,108,备料,手冲黑咖啡时研磨度应如何把握？,研磨成均匀的中度颗粒,全部磨成极细的粉末,只做粗略破碎保留大颗粒,把整颗豆子原样放进滤杯
108004,108,备料,冲煮黑咖啡时水温较为理想的范围是？,约九十至九十六摄氏度的热水,刚刚煮沸滚烫翻腾的开水,七十摄氏度左右的温水,直接取用冰箱里的冷水
108005,108,备料,备料时挑选冲煮用水较合适的选择是？,洁净无异味的新鲜水,反复煮沸多次的陈水,放置过夜的隔夜水,带泥沙的浑浊河水
108006,108,备料,准备磨豆机时使用前应保证什么？,刀盘干净没有残留的旧咖啡粉,只用清水快速冲一下刀盘,留着上次的余粉直接继续磨,刀盘上沾着洗洁精泡沫
108007,108,备料,称量咖啡豆与水的用量时较合适的做法是？,按合适的粉水比例称量取用,凭手感随意抓一把豆子,担心太淡而多放一倍豆量,把整袋豆子全部倒进去
108008,108,备料,备料时滤纸应如何处理较为妥当？,先用热水润湿滤纸去除纸味,直接干铺滤纸不作任何处理,把滤纸揉皱后再铺入滤杯,用沾过油污的滤纸来冲煮
108009,108,备料,存放咖啡豆较为合适的方式是？,密封避光放在阴凉干燥处,敞口放在台面随取随用,装在透明罐里摆在阳光下,泡在水里浸着保存
108010,108,备料,备料时若咖啡豆带有较多银皮碎屑应如何处理？,轻轻筛去多余的银皮碎屑,不去理会照常全部磨入,沾点水把碎屑黏在一起,把豆子泡水冲洗后再磨
108011,108,备料,准备冲煮器具时较为合适的状态是？,滤杯与分享壶洁净且已沥干,只用抹布随手擦一擦,留着上次的咖啡渍直接用,器具里还积着脏水残渣
108012,108,备料,完成备料后操作台面应保持什么状态？,整洁有序器具分类摆放,豆子和器具混堆在一处,撒落的咖啡粉留着不清理,台面上洒满污水和垃圾
108013,108,烹饪,手冲黑咖啡开始时较合适的第一步是？,先注入少量热水进行闷蒸,一次性快速注满全部热水,不闷蒸直接以大水量冲下,把滤杯整个泡进热水里
108014,108,烹饪,闷蒸这一步骤的主要目的是？,让咖啡粉充分排气并均匀吸水,尽快把咖啡液一次萃取完毕,让咖啡粉先冷却下来再冲,把咖啡粉烫熟变软膨大
108015,108,烹饪,注水萃取时水流应如何控制？,细而稳定地缓缓绕圈注入,又粗又急地直冲粉层中心,忽快忽慢随意地倾倒,把热水一股脑全部砸下去
108016,108,烹饪,为使萃取均匀注水路径较合适的是？,由内向外画圈均匀浸润粉层,始终只对着固定一点冲注,只沿滤纸边缘绕圈注水,拿勺子在粉里随意搅乱
108017,108,烹饪,判断萃取是否合适可以观察什么？,粉层均匀膨胀且液面平稳下降,只看注水时间一到就停手,仅凭咖啡液颜色深浅来判定,贴着耳朵听滤杯发出的声响
108018,108,烹饪,萃取总时长偏长容易导致什么结果？,过度萃取带来明显的苦涩,咖啡反而变得格外清爽香甜,咖啡因瞬间全部消失殆尽,咖啡液凭空蒸发不见踪影
108019,108,烹饪,若萃取时间过短咖啡风味会如何？,萃取不足显得寡淡发酸,风味浓郁醇厚得恰到好处,苦味变得格外突出厚重,咖啡会自动变成一杯热可可
108020,108,烹饪,用法压壶制作黑咖啡时较合适的做法是？,浸泡足够时间后再缓缓压下滤网,刚注水就立刻用力压到底,来回反复抽拉压杆剧烈搅动,不压滤网直接连渣倒出
108021,108,烹饪,冲煮过程中保持水温稳定的意义是？,有助于风味物质均匀稳定地萃出,只是为了让咖啡更烫嘴而已,水温越低则萃取效果越好,水温高低对咖啡毫无影响
108022,108,烹饪,萃取接近结束时较合适的收尾方式是？,在液面将干时及时移走滤杯,等粉层完全干透再继续滴漏,反复回冲残粉榨取到一滴不剩,把咖啡渣一并倒进杯中
108023,108,烹饪,冲煮黑咖啡时水温过高会带来什么问题？,容易萃出过多的苦涩与焦味,让咖啡变得分外柔顺清甜,使咖啡香气彻底锁住不散,把整杯咖啡瞬间烧成一团火
108024,108,烹饪,多次注水分段萃取时较好的做法是？,分次少量注水保持液面稳定,每次都把水加到溢出滤杯,等液面完全流干再注下一段,把所有热水两秒内全部倒光
108025,108,调味,黑咖啡讲究的整体风味原则是？,保持原味突出咖啡本身的香气,加入大量糖浆调成甜饮,兑入浓厚奶油盖住咖啡味,倒进半瓶酱油来调味
108026,108,调味,想让黑咖啡口感偏淡一些较合适的做法是？,适量加入热水稀释浓度,再补一大勺咖啡粉搅匀,延长萃取时间继续浸泡,直接兑入一碗凉菜汤
