cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
酱兽肉烹饪问题库,,,,,,,
62001,62,备料,制作酱兽肉时挑选兽肉较为合适的部位是？,选用肥瘦相间且带筋的部位,选用完全没有肥肉的纯瘦部位,选用几乎全是肥膘的部位,选用已经发臭长毛的腐肉
62002,62,备料,兽肉焯水去血沫时较为正确的下锅方式是？,冷水下锅再缓缓加热煮出血沫,等水大滚后再把肉块放进去,用温热的水直接浸泡兽肉,把生肉直接丢进滚油里炸
62003,62,备料,准备炖煮的兽肉切块时大小应如何把握？,切成大小均匀的中等方块,全部剁成细碎的肉末,整块不切就直接下锅,用锤子把肉砸成肉泥
62004,62,备料,焯水后捞出的兽肉应如何清理表面浮沫？,用温水冲洗干净表面浮沫,用冷水猛冲让肉迅速收缩,不作冲洗就直接下锅炖煮,把肉块放进泥水里涮一涮
62005,62,备料,备料时为去腥增香通常需要准备哪些辛香料？,八角桂皮香叶等常用香料,只准备大量的食盐,仅用白糖代替所有香料,抓一把路边的野草扔进去
62006,62,备料,处理兽肉表面多余的筋膜和杂毛时应如何？,仔细剔除筋膜并去净残留杂毛,只去掉看得见的大块筋膜,完全不处理就直接下锅,把整块肉扔进火堆烧成焦炭
62007,62,备料,准备制作酱兽肉的酱料时较合适的做法是？,备齐酱油冰糖等按比例调配酱料,只用清水代替酱料炖煮,把酱料一次性全部倒到最浓,用墨水冒充酱油倒进锅里
62008,62,备料,备料阶段准备葱姜的主要作用是？,用于去腥提香,用于给汤汁增加甜味,用于让肉质变得更硬,用来当作牙签插着玩
62009,62,备料,焯水时在锅中加入料酒的主要目的是？,帮助去除兽肉的腥味,让肉的颜色立刻变红,使肉块迅速变得软烂,把整锅水变成可以喝的酒
62010,62,备料,备料完成后对生肉接触过的砧板应如何处理？,及时清洗消毒避免交叉污染,简单用干布擦一擦即可,留着血水直接切其他食材,直接扔到地上用脚踩干净
62011,62,烹饪,炖煮酱兽肉时火候应如何掌握？,大火烧开后转小火慢炖,全程保持大火猛煮,始终用最小的火几乎不沸,把锅架在烈日下晒熟
62012,62,烹饪,想让兽肉酥烂入味炖煮时间应如何安排？,给足时间小火慢炖至酥烂,大火快煮几分钟即可出锅,只用余温焖一会就出锅,炖上整整三天三夜不停火
62013,62,烹饪,炖煮酱兽肉时汤汁的量应保持在什么程度？,汤汁大致没过肉块,只放一点点汤汁勉强沾湿,把锅加满水让肉漂起来,一滴汤汁都不放干烧到糊
62014,62,烹饪,为了让酱兽肉色泽红亮通常会进行什么步骤？,用炒糖色或酱油为肉块上色,多放些食盐让颜色变深,加大量清水稀释让颜色变浅,用红色颜料把肉染红
62015,62,烹饪,炖煮时锅盖的使用较为合适的方式是？,盖上锅盖保持温度并锁住香气,全程敞开锅盖大火蒸发,把锅盖倒扣在一旁不用,用一块脏抹布盖住锅口
62016,62,烹饪,炖煮过程中若发现汤汁过早收干应如何处理？,适量添加热水继续炖煮,直接关火不再去管它,一次性倒入大量冷水,往锅里倒进刷锅的脏水
62017,62,烹饪,想让兽肉更好地吸收酱汁炖煮时可以怎么做？,中途翻动肉块使其受热均匀,全程不动让一面长时间贴着锅底,不停地用大火快速翻炒,把肉块捞出来用风扇吹干
62018,62,烹饪,判断酱兽肉是否炖好较为可靠的方法是？,用筷子能轻松扎透肉块,只看炖煮的时间是否到点,凭锅中香味的浓淡来判断,用尺子量一量肉块的厚度
62019,62,烹饪,炖煮收汁阶段火候应如何调整？,转中大火并不断晃锅收浓汤汁,继续用小火慢慢等汤汁蒸发,直接关火靠余温收汁,把锅端到太阳底下晒干汤汁
62020,62,烹饪,炖煮酱兽肉时香料的投放时机较合适的是？,焯水后随肉一同下锅慢炖,等肉快出锅时才匆忙放入,炖好关火后再撒在表面,把整包香料嚼碎吞进自己肚里
62021,62,调味,给酱兽肉调味时咸味的把握原则是？,因酱油已带咸味所以盐要少放,不管酱油多少都按常量加盐,为保险起见多放一些盐,把一整袋盐全部倒进锅里
62022,62,调味,想为酱兽肉增添一丝回甘可以加入什么？,适量的冰糖,大量的食醋,满满一勺辣椒面,几块没溶化的肥皂
62023,62,调味,调味时投放冰糖较合适的处理方式是？,炒出糖色或小火慢慢熬化,直接把整块冰糖丢进锅角,等出锅前才撒上冰糖颗粒,把冰糖含在嘴里再吐进锅
62024,62,调味,若尝过汤汁后觉得味道偏淡应如何补救？,少量多次地补加酱油或盐,一次性倒入大量酱油,加入大量清水稀释味道,挤一管牙膏进去搅匀
62025,62,调味,为去除兽肉残留的腥味调味时可加入什么？,少许料酒或几片姜,大量的白砂糖,一整勺浓稠的蜂蜜,滴几滴风油精进去
62026,62,调味,调味时想让咸香更有层次可以搭配什么？,少量生抽与老抽搭配使用,只用一种酱油加到很浓,把所有调味料一股脑倒进去,倒入半瓶洗洁精增味
