cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
归行老酒烹饪问题库,,,,,,,
121001,121,备料,酿造归行老酒选用的主粮较合适的是？,颗粒饱满干爽的优质糯米,略有霉点但可挑拣的陈米,掺了不少碎米的次等粮,从地上扫来的谷壳碎屑
121002,121,备料,归行老酒糖化发酵所依靠的关键之物是？,依传统工艺制成的酒曲,用来蒸馒头的老面团,随空气自然落入的野菌,墙角刮下的青绿霉斑
121003,121,备料,糯米在拌曲之前必须完成的处理是？,淘洗浸泡后蒸至熟而不烂,直接用生米拌曲入坛,只用冷水泡软便算处理妥当,以滚油炸酥后再拌曲
121004,121,备料,酿造老酒所用之水较合适的选择是？,清冽甘甜的洁净软水,带明显氯味的生自来水,矿物含量极高的硬涩井水,河沟里浑浊发臭的死水
121005,121,备料,盛酒的酒坛在使用前应如何处理？,洗净后以沸水烫过并彻底晾干,用抹布擦去表面浮灰即可,冲一遍冷水后带着水汽就用,直接使用还残留酱汁的旧坛
121006,121,备料,挑选酒曲时判断品质较合适的方法是？,观察曲块干爽无异味且断面均匀,只挑颜色最深的曲块,认为曲块越沉重品质越好,专选受潮发黏软塌的曲块
121007,121,备料,蒸饭时对糯米熟度的要求是？,熟而不烂且粒粒分明,蒸到彻底软烂结成团糊,只蒸至半生留有硬心,一直蒸到焦黄发糊
121008,121,备料,蒸好的米饭在拌入酒曲之前需要做什么？,摊开摊凉至适宜下曲的温度,趁滚烫时立刻拌入酒曲,浸进冰水里急速冷却,敞放一整夜直到发馊
121009,121,备料,归行老酒封坛所用的传统封口方式是？,洁净荷叶红布再覆以泥封,随手找块旧报纸盖住坛口,用漏气的破木盖压在坛上,索性敞着坛口不加封闭
121010,121,备料,备料阶段对场地与器具卫生的要求是？,全程保持洁净以防杂菌混入,大致扫一下地面便动手开工,器具只在收工之后才清洗,在堆放杂物的角落里拌料
121011,121,备料,计量糯米与酒曲配比时较稳妥的做法是？,依传统比例逐一称量投放,凭感觉随手抓上几把,认为曲下得越多酒越好,只撒一小撮曲意思一下
121012,121,备料,备料完成后所有原料应处于什么状态？,分类洁净且用量称量妥当,全部堆在一处随意混放,露天敞放任凭尘土落入,与杂物混装在同一容器中
121013,121,烹饪,拌曲落坛之后紧接着进入的是什么阶段？,糖化与发酵同时进行的前发酵,立刻上甑蒸馏取酒,马上封坛送入地窖长眠,不作处理直接装瓶售卖
121014,121,烹饪,前发酵时在米料中央开出酒窝的用意是？,便于观察出酒并使糖化更为均匀,单纯为了让米饭更快变干,方便把手伸进坛中翻搅,好让灰尘更容易落进去
121015,121,烹饪,归行老酒发酵较适宜的环境是？,温度稳定而略偏阴凉之处,紧挨着火炉的高温处,昼夜温差极大的露天平台,塞进冰窖冻至结冰
121016,121,烹饪,酿造老酒时所说的开耙指的是什么？,适时搅动醪液以调温并透气,把酒坛搬到院中晾晒太阳,用耙子将米饭尽数捞出,拿铁耙反复敲打坛壁
121017,121,烹饪,判断发酵是否顺利进行可观察什么？,醪液是否持续冒出细密气泡并散发酒香,只看坛子外壁的干湿变化,凭坛子的轻重来推测进度,摇晃酒坛聆听其中回响
121018,121,烹饪,发酵温度过高最可能带来的后果是？,酸败生出杂味以致毁掉整坛酒,酒液立刻变得格外清亮,发酵速度反而完全停滞不前,整坛酒会凭空消失
121019,121,烹饪,前发酵结束后进行压榨的目的是？,将酒液与酒糟彻底分离,把酒糟压碎后一同封坛,让酒液吸收更多的糟味,把坛子压扁便于搬运
121020,121,烹饪,压榨所得的生酒接下来通常要做什么？,煎酒杀菌以稳定酒质,直接生饮不作任何处理,立刻兑水稀释后装瓶,倒回酒糟中重新发酵
121021,121,烹饪,煎酒时对火候的把握原则是？,加热至适宜温度而不使酒精大量逸散,以猛火煮沸并长时间保持沸腾,只略微温热远不足以杀菌,架在明火上直接烧到冒烟
121022,121,烹饪,归行老酒入窖长期陈放的意义在于？,让酒体在贮存中渐趋醇厚柔和,使酒精度数不断自行升高,让酒色迅速褪至清澈无色,把老酒变成甜腻的糖浆
121023,121,烹饪,窖藏期间对坛口密封的要求是？,泥封严密以防走气与杂菌侵入,留出大口敞着自由透气,每隔几日便拆封查看一次,用湿布随意搭在坛口上
121024,121,烹饪,发酵期间确需查看酒醪时应注意什么？,尽量缩短开坛时间以防污染,频繁开坛反复翻搅醪液,长时间敞着坛口晾在一旁,凑近坛口边看边说话呵气
121025,121,调味,归行老酒勾调时的核心目标是？,使甜酸醇香彼此协调而不失偏颇,让甜味压过其余一切滋味,把酸味调得越突出越好,掺入怪味以求与众不同
121026,121,调味,以不同年份的老酒相互勾兑的作用是？,取长补短使风味更趋圆满,单纯为了增加出酒的总量,让成酒的度数大幅提升,把陈酒的年份改写成新酒
121027,121,调味,调整老酒甜度时较合适的做法是？,少量多次添加并随时品评,一次性大量加糖直接到位,凭感觉随手倒入糖浆,把整袋白糖倾入坛中
