cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
山水兜烹饪问题库,,,,,,,
83001,83,备料,山水兜追求薄如蝉翼的透明外皮，调制面皮时应以哪种粉为主料？,以澄粉（小麦淀粉）为主料,以高筋面粉为主料,以普通中筋面粉为主料,以建筑用的水泥粉为主料
83002,83,备料,制作澄面皮时想让面皮呈现晶莹剔透的质感，和面通常需要用什么水？,用接近沸腾的滚水烫面,用常温清水缓缓调和,用冰镇凉水快速搅拌,用滚烫的火锅红油浇拌
83003,83,备料,为使透明外皮兼具韧性与光泽，澄粉中通常会按比例加入少量什么粉？,少量生粉以增加韧性与透亮,少量泡打粉使其蓬松,少量酵母粉令其发酵,一大把工业荧光增白剂
83004,83,备料,山水兜的鲜美馅料讲究本味，备料时挑选虾仁较合适的是？,选用鲜活弹挺且色泽清亮的虾仁,选用反复冻融而略显发软的虾仁,选用接近保质期但尚未变质的虾仁,选用已经发黑黏滑散发臭味的虾仁
83005,83,备料,处理馅料中的虾仁以求口感爽脆，备料时较为讲究的做法是？,用少量盐与蛋清轻抓后冷藏上浆,生切后立刻包入而不做任何处理,用大量小苏打长时间浸泡使其膨大,把虾仁扔进洗衣机里搅拌脱水
83006,83,备料,山水兜馅料追求鲜味层次，备料时调入的高汤通常应处于什么状态？,熬好后冷藏凝成胶冻状再切碎拌入,滚烫沸腾时直接浇入生馅搅拌,常温温热时大量倒入稀释馅料,把隔夜馊掉的汤底兑水拌进去
83007,83,备料,为衬托馅心鲜甜，备料切配的笋丁与菌菇等辅料应如何处理？,焯水去涩后挤干水分再细切成丁,不焯水直接生切成大块拌入,久煮软烂后连汤汁一起拌入,直接连带泥土整根塞进馅里
83008,83,备料,澄面皮和好后为防止表面风干开裂，醒面时应如何保存？,趁热揉匀后覆湿布或保鲜膜保温醒置,摊开晾在通风处加速散热,放进冷冻室冻硬后再取出,泡进一盆凉水里浸着备用
83009,83,备料,山水兜皮薄馅鲜，备料时擀皮所用的工具与台面应保证什么？,抹一层薄油保持洁净光滑以防粘连,撒大量干面粉铺满整个台面,不做任何处理直接在木台上擀,在台面上抹满洗洁精泡沫
83010,83,备料,调制鲜馅时为提升黏合度与润口感，常会加入少量什么？,少量肥膘丁或猪油以增添润泽,大量清水把馅料稀释成流质,整块黄油直接埋入馅心,几勺机油使其顺滑
83011,83,备料,为给面皮分色塑造山水意境，备料时榨取的彩色汁液较合适的来源是？,菠菜南瓜等天然食材榨取的汁液,久放褪色的隔夜菜汤,颜色相近的有色饮料勾兑,绘画颜料调出的鲜艳色彩
83012,83,备料,完成备料后为保证后续包制顺利，馅料较合适的存放方式是？,盖好冷藏静置使其紧实入味,敞口常温放置等待包制,反复搅拌升温后再使用,摊在窗台上日晒一整天
83013,83,烹饪,山水兜以包制造型见长，擀制透明外皮时为追求薄如蝉翼应如何？,以轻巧均匀的力道擀至中央稍厚边缘极薄,用力压实把整张皮擀得又厚又硬,只擀中心而保留厚实的四周,把面团拍扁了就直接拿来用
83014,83,烹饪,包制山水兜捏出山峦起伏的造型时，手法上应注意什么？,趁皮温热柔软时迅速捏出清晰利落的褶纹,等皮完全冷却变脆后再慢慢捏合,把皮反复揉搓回团后再随意一捏,直接用拳头把面皮砸出形状
83015,83,烹饪,包入馅料时为保证外形挺括且蒸后不破，馅量应如何把握？,馅量适中并将收口处捏紧实不留缝隙,尽量塞满到外皮被撑得透亮发胀,只放一点点馅让外皮大量空瘪,把馅料堆到外皮根本合不拢
83016,83,烹饪,山水兜外皮极薄，上笼蒸制前在蒸屉上较合适的防粘处理是？,垫油纸或刷薄油并使生坯之间留出间距,直接把生坯紧贴笼屉密密排满,在笼屉上铺一层厚厚的干面粉,往笼屉里灌满热油浸住生坯
83017,83,烹饪,蒸制山水兜讲究火候，要使薄皮透亮而馅心刚熟通常应如何？,待水沸上汽后以旺火快蒸短时间即出,冷水下锅随水温缓慢升高慢蒸,全程小火低温长时间慢慢焖,不加水空烧笼屉把生坯烤干
83018,83,烹饪,这类皮薄馅鲜的蒸点若蒸制时间过长会出现什么问题？,外皮过软塌陷发黏甚至破裂露馅,外皮越蒸越硬越有嚼劲,馅料颜色变得愈发鲜红诱人,山水兜会自己跳出蒸笼
83019,83,烹饪,判断山水兜是否蒸熟较为可靠的方法是？,外皮变得通透发亮且馅心定型不再流动,仅按下锅的固定时间一到就取出,用手按压笼盖感受内部软硬,贴着蒸笼听里面有没有声响
83020,83,烹饪,旺火蒸制时为防止凝结的水珠滴落砸破薄皮，常用的做法是？,在笼盖内侧加盖一层屉布吸附水汽,把笼盖完全敞开任水汽散逸,频繁掀盖查看让蒸汽反复散失,往蒸笼上方倒扣一只铁锅压着
83021,83,烹饪,山水兜出笼时外皮娇嫩易破，较为稳妥的取放方式是？,关火稍候片刻再用薄铲轻巧贴底起取,一蒸好就立刻用手猛地抓起,直接把整屉倒扣让其滑落,用筷子用力插进去挑起来
