cid,food_id,stage,question,correct_answer,wrong_answer_1,wrong_answer_2,wrong_answer_3
问题cid,食物id,烹饪阶段,问题内容,正确答案,错误答案1,错误答案2,错误答案3
int,int,str,str,str,str,str,str
0,0,0,1,1,1,1,1
部族狂欢晚宴烹饪问题库,,,,,,,
242001,242,备料,处理整只猎物准备炙烤时首要的处理步骤是？,趁新鲜及时彻底放血,先剥下整张毛皮再考虑放血,不必放血直接架上篝火炙烤,把猎物整只浸入河中等它自行变干净
242002,242,备料,清膛取出内脏时较为专业的做法是？,沿腹中线小心剖开完整取出脏器避免弄破胆囊,用力将腹腔连同内脏一并掏挖捣碎取出,只掏出肠胃其余脏器留在体内一起烤,把内脏原封不动留着烤熟后更有风味
242003,242,备料,处理野味去腥时常被忽略却很关键的一步是？,摘除腋下与尾部的腺体避免异味污染肉质,把表皮反复用清水冲洗多次即可去腥,在腹腔里塞满食盐放置整夜便能去腥,往猎物身上喷洒大量香水盖住腥味
242004,242,备料,大型猎物清膛后腹腔内的残血应如何处理？,用清水冲净腹腔再擦拭干燥,只用干布草草擦拭一遍便算,保留残血说是能增添浓郁风味,灌入整桶辣椒水反复浸泡一整夜
242005,242,备料,为使炙烤后肉质更松软对刚处理好的猎物可做什么？,在阴凉通风处适当吊挂熟成排酸,立刻架上猛火炙烤无需任何静置,浸泡在温水中想加速肉质软化,用木棒反复捶打全身把肉打烂
242006,242,备料,将整只猎物固定到烤架或长扦上时较稳妥的方式是？,用扦杆贯穿脊骨并捆扎四肢使重心平衡,只把扦杆插进腹部肌肉勉强挑起,不作任何捆扎仅靠扦杆松松托住,把猎物吊在树枝上让它随风乱晃
242007,242,备料,炙烤前对整只猎物腌制入味较专业的做法是？,提前用盐与香料里外揉抹后冷藏静置数小时,临下火前才往表皮随意撒一把盐,只在表面薄薄抹盐不理会腹腔内部,把猎物整只丢进泥潭里裹一层泥腌
242008,242,备料,处理带毛厚皮的大型猎物表皮时较合适的方式是？,视做法褪净毛发或保留整皮以锁住油脂,留着大片毛发不作处理便直接上火,用刀胡乱乱刮把表皮划得满是破口,浇上汽油点火把毛烧个精光
242009,242,备料,炙烤这样的大块整肉前在温度上应注意什么？,提前取出回温让肉接近室温再上火,直接把冰冷僵硬的整肉架上篝火,用沸水浇淋表面想快速提升肉温,把整只猎物塞进火堆灰烬里捂热
242010,242,备料,备料阶段处理整只猎物时卫生上较关键的是？,生熟刀具砧板分开并随时清洁双手,全程只用同一把刀处理生肉与熟食,处理完内脏不洗手便接着抹香料,把处理猎物的脏刀随手在裤子上蹭干净
242011,242,烹饪,用篝火炙烤整只猎物时较理想的热源状态是？,待木柴烧成稳定的炭火余烬再行炙烤,趁明火窜得最高最旺时架肉猛烤,全程不断添柴保持熊熊烈焰不让它变小,直接把肉埋进烈火中心任其燃烧
242012,242,烹饪,整只猎物体型大受热慢应采取怎样的火候策略？,远离火心用文火长时间慢烤使内外熟透,贴近火焰用最猛的火力快速烤上一会,时大时小随意调整火力毫无章法,把火堆移到肉的正上方对着头顶烤
242013,242,烹饪,炙烤过程中要让整只猎物受热均匀应如何操作？,匀速持续转动扦杆使各面轮流朝火,只让脂肪较多的一面长时间对着火,等烤好的一面彻底焦黑后才翻另一面,把肉固定不动盼着火自己绕着肉转
242014,242,烹饪,长时间炙烤时为防止表面干柴应做什么？,不时往表皮刷抹油脂或腌汁保湿,任由表面烤到干裂也不作任何处理,频繁泼大量清水浇在炽热的肉上,用厚泥巴把整只猎物糊得严严实实再烤
242015,242,烹饪,判断这样一整只大块猎物是否烤熟较可靠的部位是？,检查后腿与关节等最厚实最难熟的部位,只看表皮是否上色金黄便判定熟透,单凭炙烤所花的大致时间来判断,拿耳朵贴近听肉发出的滋滋声判断
242016,242,烹饪,炙烤大型整肉时专业上判断熟度较准确的方法是？,在最厚处测量中心温度达到安全标准,只用手按一按表皮的软硬大致估摸,切开一小角看一眼随后再合上继续烤,凑近闻一闻香味浓不浓来决定熟没熟
242017,242,烹饪,炙烤接近完成想让外皮变得酥脆可以怎么做？,末段适当靠近炭火略微升温逼出表皮油脂,从头到尾都贴着烈焰一味猛烤,出炉前浇一瓢冷水想让皮收缩变脆,拿扇子对着肉死命扇风想把皮吹脆
242018,242,烹饪,炙烤途中若油脂滴落引燃窜出火苗应如何处理？,暂时移开该部位或拨散炭火控制火势,不予理会任凭火苗持续舔舐那一处,直接泼上一整桶水把整堆篝火浇灭,索性再添更多柴火让火烧得更猛些
242019,242,烹饪,这道大餐炙烤的整体节奏专业上应把握成？,以低温慢烤为主耐心使骨肉之间彻底熟透,一律用猛火求快尽量缩短炙烤时间,烤一会停一会让肉反复冷却又加热,烤到表面一焦就立刻端走不管里面
242020,242,烹饪,整只猎物烤好后下架前较专业的处理是？,离火静置片刻让肉汁回流再行分切,一离火便趁最烫时立刻动刀分割,把烤好的整肉重新埋回灰烬里捂着,当场架着就开吃完全不必取下来
