cid,talk_id,premise
配表id,所属口上id,前提id
str,str,str
0,0,0
口上前提表,,
0,1,sys_0
1,2,sys_0
2,3,sys_0
3,4,sys_0
4,5,sys_0
5,5,love_1
6,6,sys_0
7,6,love_ge_1
8,7,sys_0
9,7,love_ge_1
10,8,sys_0
11,8,love_ge_2
12,11,sys_0
13,11,love_ge_2
14,12,sys_0
15,12,love_ge_2
16,13,sys_0
17,13,love_ge_3
18,13,place_10
19,14,sys_0
20,14,love_ge_3
21,21,sys_0
22,22,sys_0
23,23,sys_0
24,24,sys_0
25,25,sys_0
26,26,sys_0
27,27,sys_0
28,28,sys_0
29,29,sys_0
30,30,sys_0
31,31,sys_0
32,31,love_1
33,32,sys_0
34,32,love_ge_1
35,33,sys_0
36,33,love_1
37,34,sys_0
38,34,love_ge_1
39,35,sys_0
40,35,love_1
41,36,sys_0
42,36,love_ge_2
43,37,sys_0
44,37,love_ge_1
45,38,sys_0
46,38,love_ge_2
47,39,sys_0
48,39,love_ge_2
49,40,sys_0
50,40,love_ge_2
51,41,sys_0
52,41,love_ge_2
53,42,sys_0
54,42,love_1
55,43,sys_0
56,44,sys_0
57,44,love_ge_3
58,45,sys_0
59,45,love_ge_2
60,46,sys_0
61,46,love_ge_3
62,47,sys_0
63,47,love_ge_2
64,48,sys_0
65,48,love_4
66,49,sys_0
67,49,love_4
68,50,sys_0
69,50,love_4
70,51,sys_0
71,51,love_4
72,51,virgin_0
73,51,t_desire_ge_7
74,51,place_10
75,52,sys_0
76,52,love_ge_2
77,52,t_desire_ge_5
78,53,sys_0
79,54,sys_0
80,54,not_fall
81,55,sys_0
82,56,sys_0
83,56,love_ge_1
84,57,sys_0
85,57,love_ge_1
86,58,sys_0
87,58,love_ge_1
88,59,sys_0
89,59,love_2
90,60,sys_0
91,60,love_ge_2
92,61,sys_0
93,61,love_3
94,62,sys_0
95,62,love_ge_3
96,63,sys_0
97,63,love_4
98,64,sys_0
99,64,love_4
100,65,sys_0
101,65,love_ge_3
102,65,virgin_0
103,65,t_desire_ge_5
104,65,place_10
105,66,sys_0
106,66,love_ge_3
107,66,virgin_0
108,66,t_desire_ge_7
109,66,place_10
110,67,sys_0
111,67,not_fall
112,67,cook_le_1
113,68,sys_0
114,68,cook_le_1
115,69,sys_0
116,69,cook_2
117,70,sys_0
118,70,cook_3
119,71,sys_0
120,71,cook_4
121,72,cook_ge_5
122,73,sys_0
123,74,sys_0
124,74,love_ge_2
125,75,sys_0
126,75,love_ge_3
127,75,sys_0
128,75,love_ge_3
129,76,sys_0
130,76,love_ge_3
131,77,sys_0
132,78,sys_0
133,78,love_ge_3
134,78,virgin_0
135,78,t_desire_ge_7
136,78,place_10
137,79,sys_0
138,79,cook_le_1
139,79,not_fall
140,80,sys_0
141,80,cook_le_1
142,81,sys_0
143,81,cook_2
144,82,sys_0
145,82,cook_3
146,83,sys_0
147,83,cook_4
148,84,sys_0
149,84,cook_ge_5
150,85,sys_0
151,86,sys_0
152,86,love_ge_2
153,87,sys_0
154,87,love_ge_3
155,88,sys_0
156,88,love_4
157,89,sys_0
158,89,love_ge_1
159,90,sys_0
160,90,love_ge_3
161,90,virgin_0
162,90,t_desire_ge_7
163,90,place_10
164,91,sys_0
165,92,sys_0
166,93,sys_0
167,93,love_ge_1
168,94,sys_0
169,94,love_ge_2
170,95,sys_0
171,95,love_ge_3
172,96,sys_0
173,96,love_4
174,97,sys_0
175,97,not_fall
176,98,sys_0
177,99,sys_0
178,99,love_ge_1
179,100,sys_0
180,100,love_ge_2
181,101,sys_0
182,101,love_ge_3
183,102,sys_0
184,102,love_4
185,103,sys_0
186,103,love_ge_3
187,104,sys_0
188,104,cook_le_1
189,104,not_fall
190,105,sys_0
191,105,cook_le_1
192,106,sys_0
193,106,cook_2
194,107,sys_0
195,107,cook_3
196,108,sys_0
197,108,cook_4
198,109,sys_0
199,109,cook_ge_5
200,110,sys_0
201,110,love_ge_2
202,111,sys_0
203,111,love_ge_3
204,111,cook_ge_3
205,112,sys_0
206,112,love_4
207,113,sys_0
208,113,love_ge_3
209,113,virgin_0
210,113,t_desire_ge_7
211,113,place_10
212,114,sys_0
213,115,sys_0
214,116,sys_0
215,117,sys_0
216,117,love_ge_1
217,118,sys_0
218,118,love_ge_2
219,119,sys_0
220,119,love_3
221,119,place_10
222,120,sys_0
223,120,love_4
224,121,sys_0
225,121,love_ge_3
226,122,sys_0
227,123,sys_0
228,123,love_ge_1
229,124,sys_0
230,124,love_ge_2
231,125,sys_0
232,125,love_3
233,125,place_10
234,126,sys_0
235,126,love_4
236,127,sys_0
237,127,love_ge_3
238,128,sys_0
239,128,love_ge_3
240,128,virgin_0
241,128,t_desire_ge_7
242,128,place_10
243,129,sys_0
244,130,sys_0
245,130,not_fall
246,131,sys_0
247,132,sys_0
248,132,love_ge_1
249,133,sys_0
250,133,love_1
251,134,sys_0
252,134,love_ge_2
253,135,sys_0
254,135,love_ge_2
255,136,sys_0
256,136,love_ge_3
257,137,sys_0
258,137,love_ge_3
259,138,sys_0
260,138,love_ge_3
261,139,sys_0
262,139,love_ge_3
263,139,virgin_0
264,139,t_desire_ge_7
265,139,place_10
282,150,sys_0
328,173,sys_0
329,173,not_fall
330,174,sys_0
331,174,not_fall
332,175,sys_0
333,175,not_fall
334,176,sys_0
335,176,love_ge_1
336,177,sys_0
337,177,love_1
338,178,sys_0
339,178,love_ge_2
340,179,sys_0
341,180,sys_0
342,181,sys_0
