cid,type_id,adv_id,premise,context
组件id,组件类型名,组件限定的剧情npcid,前提id,组件内容
str,str,int,str,str
0,0,0,0,1
组件配置数据,,,,

1000,action_part_m_orgasm_small_A,0,CVP_A2_T|7_E_0&CVP_A2_T|222_E_0&high_1,她对性早已了如指掌，却仍带着几分好奇迎接这从未细品过的口喉快感，一阵酥麻自舌根蔓延而起，直抵{throat}深处。\n{mouth}轻轻一绞，窒息与钝胀交织的快意顺着这条黏膜通道成条铺开，只是浅浅的小峰值，还够不上真正的绝顶。\n她神志仍清醒，嘴角却微微湿润，喉头轻轻吞咽，舌根一下下抽动，眼角浮起一层薄湿，成熟的她清楚这意味着什么，身体却诚实得叫她压不住。
1001,action_part_m_orgasm_small_A,0,CVP_A2_T|7_E_0&CVP_A2_T|222_E_0&high_1,明明深谙性事，{TargetName}却对喉咙这种地方竟能被玩到发颤而感到新奇，一股压不住的快感自{mouth}深处一路窜向咽喉。\n那是与阴道钝重、阴蒂尖锐都不同的成条酥麻，夹着被撑开的胀意与止不住的吞咽反射，只是轻度的小高潮，尚未真正抵达绝顶。\n少量唾液顺着嘴角悄悄溢出，她轻轻仰起脖颈，喉头上下滚动，清醒的意识里满是既了然又好奇的迷乱。
1002,action_part_m_orgasm_small_A,0,CVP_A2_T|7_E_0&CVP_A2_T|222_E_0&high_1,{TargetName}对床笫之事早已烂熟于心，可这自舌根铺向{throat}的酥麻还是勾起她一丝探究的兴致，浅浅的快感峰值悄然掠过。\n{mouth}被一种说不清的钝胀轻轻填着，窒息与酥痒沿着口腔到喉咙成条漫开，身体不受控地轻颤，却还远不到真绝顶的烈度。\n喉头细细吞咽了几下，嘴角泛起微湿，眼角沁出一点生理性水光，她意识清明，只是好奇地感受着这处新快感在身体里留下的余韵。
1003,action_part_m_orgasm_small_A,0,CVP_A2_T|7_E_0&CVP_A2_T|222_E_0&high_1,熟谙性知识的{TargetName}对这处被开发的快感满心好奇，一阵酥麻自{mouth}深处升腾，顺着黏膜通道直漫入咽喉。\n那种被撑开的钝胀混着轻微窒息，成条地铺满从舌根到{throat}的整段，只是快感的小小峰值，意识依旧未被冲垮。\n她轻轻吞咽着，嘴角渗出少许唾液，喉头微微颤动，脸颊浮起淡红，成熟的认知让她一边了然一边惊讶于身体的诚实反应。
1004,action_part_m_orgasm_small_A,0,CVP_A2_T|7_E_0&CVP_A2_T|222_E_0&high_1,{TargetName}早已通晓男女之事，却仍怀着好奇迎来这陌生的口喉小绝顶，浅浅的快意自舌根一路酥麻到{throat}最深处。\n{mouth}轻轻绞动，那股夹着窒息与胀感的酥痒沿口腔向咽喉成条延展，虽明显却仍克制，远没到真正绝顶的地步。\n她意识清醒地感受着喉头一次次无意识吞咽，嘴角微湿，眼角泛起一层薄薄湿意，心里既清楚这是什么，又对身体这般诚实感到几分新奇。

1005,action_part_m_orgasm_small_A,0,CVP_A2_T|7_E_0&CVP_A2_T|222_E_0,对这种事早已了然于心的{TargetName}并不觉得新奇，只是从舌根蔓延到{throat}深处的那条酥麻通道裹着轻微的窒息感一路铺开，令她成熟的身体不受控制地轻颤了一下。\n这仅仅是快感的小峰值，远够不上真正的绝顶，她的意识依旧清醒，{mouth}里唾液悄悄增多，嘴角微微湿润，喉头轻轻吞咽，舌根不自觉地抽动，眼角泛起一丝生理性的湿意。
1006,action_part_m_orgasm_small_A,0,CVP_A2_T|7_E_0&CVP_A2_T|222_E_0,{TargetName}熟稔地承受着这股从口腔铺向喉咙深处的成条状酥麻，轻微的钝胀与窒息交织着漫上来，她清楚这只是浅浅的快感峰值，并不为之慌乱。\n身体却比理智诚实得多，{mouth}轻轻一绞，喉头连着吞咽了两下，少量唾液顺着嘴角悄悄渗出，舌根轻轻抽动，成熟的脸颊漾起淡淡潮红，意识仍清明，身子却已止不住地轻颤。
1007,action_part_m_orgasm_small_A,0,CVP_A2_T|7_E_0&CVP_A2_T|222_E_0,这股沿着{mouth}向{throat}深处漫开的酥麻与轻微窒息，{TargetName}早已不觉陌生，她成熟地明白这不过是没到绝顶的小小峰值，却依旧压不住身体的反应。\n喉头轻轻收紧又松开，舌根一下下地轻抽，少量唾液润湿了嘴角，眼角浮起一层薄薄的湿意，腰肢微微一颤，她意识清醒地感受着这条通道被酥麻填满的钝胀感。
1008,action_part_m_orgasm_small_A,0,CVP_A2_T|7_E_0&CVP_A2_T|222_E_0,见惯了这般滋味的{TargetName}并不好奇，只任由那从舌根延展到咽喉深处的酥麻裹着被撑开的钝胀轻轻铺展，成熟的身子无法抑制地战栗了一瞬。\n这只是快感的浅峰，尚未抵达真正的绝顶，她意识清明，{mouth}里唾液微微增多，喉头轻轻起伏吞咽，嘴角悄悄沁出水光，舌根不由自主地颤了颤，肩头也随之轻轻一抖。
