cid,type_id,adv_id,premise,context
组件id,组件类型名,组件限定的剧情npcid,前提id,组件内容
str,str,int,str,str
0,0,0,0,1
组件配置数据,,,,

1000,action_part_v_orgasm_normal_B,0,CVP_A2_T|102_E_1&CVP_A2_A|4_LE_3&high_1,幼小的{TargetName}身躯猝不及防地被{vagina}的剧烈痉挛席卷，那阵强烈而有节律的收缩将稚嫩的小身体从内到外彻底占据，细嫩的小腹一次次急促地反复向内深深抽紧，嫩白光滑的肚皮随着每次收缩剧烈起伏。\n幼小的腰肢失控地猛然向上大幅弓起，稚嫩的脊背绷成一道紧绷的弧线，随着{vagina}的每阵收缩节奏反复起伏，幼嫩的腰腹肌肉在接连不断的痉挛中颤动不止。\n纤细若嫩藕的两条稚嫩小腿本能地死死向内夹合，大腿内侧嫩白如玉的柔嫩皮肤紧紧贴合，无力颤抖着，脚尖向下绷紧，脚趾死死蜷缩扣拢，膝盖因剧烈绷紧而微微颤巍。\n大量晶莹的蜜液从{vagina}汩汩涌出，顺着稚嫩双腿内侧肆意流淌，将那片嫩白无暇的细嫩皮肤浸润得湿漉漉的。\n幼小的嘴巴因急促失序的喘息而大幅张合，细嫩的胸口随之大幅起伏，圆润的小手指本能地死死攥紧，指节因用力而泛白，整个稚嫩幼小的身躯都在这次完整的绝顶高潮中颤抖不已。
1001,action_part_v_orgasm_normal_B,0,CVP_A2_T|102_E_1&CVP_A2_A|4_LE_3&high_1,{TargetName}纤弱幼小的娇躯忽然被{vagina}爆发出的强烈痉挛牵动，整个人从下腹到四肢都被这阵前所未有的收缩完全席卷，稚嫩的小腹反复不停地猛力向内深陷收紧，随后弹回，嫩白的腹部肌肤在肌肉的剧烈抽搐中起伏颤动。\n幼小的腰肢大幅失控地向上弓起，背脊绷成饱满紧绷的弧度，小小的臀肉随之向内用力收紧，而后随着{vagina}下一阵痉挛节奏又无力沉落，如此反复。\n两条纤细稚嫩的小腿用力向内夹合，光滑嫩白的大腿内侧紧紧相贴，无声地颤抖着，细嫩的脚踝处绷起细腻的肌肉纹路，脚趾死死蜷缩向内，整条腿从腿根到趾尖都被这阵痉挛笼罩。\n温热的蜜液从{vagina}大量涌出，沿着稚嫩的腿缝内侧流淌而下，沾湿了一大片幼嫩的皮肤，留下淋漓的湿润痕迹。\n急促失序的喘气从幼小的嘴里接连溢出，稚嫩的胸口随之剧烈起伏，细嫩的手指死死攥紧成拳，关节泛白，整个娇小稚嫩的身躯在{vagina}的这次完整绝顶中颤抖着无法自持。
1002,action_part_v_orgasm_normal_B,0,CVP_A2_T|102_E_1&CVP_A2_A|4_LE_3&high_1,{TargetName}幼小娇嫩的身体在{vagina}强而有力的一阵阵痉挛中猝然震颤，那种前所未有的强烈收缩从腹腔深处向外扩散，将稚嫩的小腹反复猛力向内深深抽紧，嫩白光滑的肚皮随着每一次收缩剧烈起伏颤动，幼嫩的腰腹肌肉在这接连不断的绝顶痉挛中失控地抽搐。\n幼小的腰肢猛然大幅向上弓起，稚嫩的背脊绷成一道饱满的弧度，随着{vagina}每阵有节律的强力收缩反复起伏，腰部肌肉颤动不止。\n细嫩的双腿死死向内夹合，大腿内侧稚嫩光滑的皮肤紧紧贴合颤抖，脚趾死死向内扣拢，脚踝处的肌肉绷紧，双腿从腿根到脚踝都在这阵绝顶痉挛中颤抖不已。\n大量晶莹黏腻的蜜液伴随{vagina}的强烈痉挛汹涌流出，顺着幼嫩的腿缝内侧大片流淌，将那片嫩白无暇的稚嫩皮肤浸润成湿漉漉的模样。\n幼小的嘴因急促失序的喘息而不停张合，稚嫩的手指无意识地死死攥紧，整个幼小的身躯都沉浸在这次完整的阴道绝顶中不受控制地颤抖。
1003,action_part_v_orgasm_normal_B,0,CVP_A2_T|102_E_1&CVP_A2_A|4_LE_3&high_1,{vagina}骤然爆发出一阵强烈而有节律的痉挛收缩，将{TargetName}幼小稚嫩的身躯彻底震撼，稚嫩的小腹在{vagina}的每阵强力抽缩节奏中反复猛烈地深陷向内，嫩白细腻的腹部肌肤跟随剧烈起伏颤动，腹腔深处的痉挛向四肢蔓延开来。\n幼嫩的腰肢失控地猛然向上大幅弓起，稚嫩背脊绷成一道饱满的弧线，小小的臀肉随之向内收紧颤动，随着{vagina}的每阵收缩节奏反复起落，腰腹间的稚嫩肌肉在接连不断的痉挛中抽搐颤动。\n两条细若嫩藕的稚嫩小腿本能地死死向内夹紧，大腿内侧稚嫩嫩白的肌肤紧紧贴合，膝盖微微颤巍地靠拢，脚尖绷直向下，脚趾因用力而扣拢，脚踝处的肌肉随之绷起。\n晶莹的蜜液从{vagina}深处大量涌出，沿着幼嫩双腿的内侧肆意流淌而下，浸湿了那片稚嫩嫩白的皮肤。\n呼吸在这阵绝顶中彻底失序，幼小的嘴张合不停，稚嫩的手指死死攥紧，指节泛白，整个稚嫩娇小的身躯都在这次完整高潮的颤抖中无法自持。
1004,action_part_v_orgasm_normal_B,0,CVP_A2_T|102_E_1&CVP_A2_A|4_LE_3&high_1,幼小的{TargetName}被{vagina}突然迸发的强烈痉挛击中，整条稚嫩的小身子随之剧烈震动，那阵有力而有节律的强烈收缩将幼小的身体内外彻底席卷，稚嫩的小腹猛烈地反复向内深深收缩抽紧，嫩白光滑的腹部肌肤在每次强力痉挛中剧烈起伏颤抖。\n幼小的腰肢猛然大幅向上弓起，脊背绷成一道饱满紧绷的弧度，随着{vagina}的收缩节奏反复起伏，幼嫩的腰腹肌肉颤动不止，四肢也随之绷紧失控。\n纤细稚嫩的双腿死死向内夹拢，大腿内侧嫩白如玉的柔嫩皮肤紧紧相贴，无声颤抖，细嫩的脚背绷直向下，脚趾死死向内蜷缩扣拢，整条腿从腿根到脚踝都被这阵绝顶痉挛笼罩。\n温热黏腻的蜜液随着{vagina}强烈的每阵痉挛大量汹涌流出，顺着幼嫩的大腿内侧淋漓地流淌而下，将那片稚嫩嫩白的皮肤浸润得湿润一片。\n急促失序的喘息从幼小的嘴里不停溢出，稚嫩的胸口随之大幅剧烈起伏，细嫩的双手死死攥紧成拳，关节泛白，整个幼小娇嫩的身躯在这次完整的阴道绝顶中颤抖着无法自制。
