cid,type_id,adv_id,premise,context
组件id,组件类型名,组件限定的剧情npcid,前提id,组件内容
str,str,int,str,str
0,0,0,0,1
组件配置数据,,,,

1000,action_part_penis_in_body_3_B,0,high_1,{TargetName}用{breast_s}紧紧夹住{penis_s}，上下摩擦着，让{penis_s}在乳沟间来回滑动，摩擦声中夹杂着淫靡的水声。
1001,action_part_penis_in_body_3_B,0,high_1,{TargetName}挤压着{breast_s}，快速地在{penis_s}上下套弄，每次动作都让{penis_s}的顶端从乳沟顶端探出又没入。
1002,action_part_penis_in_body_3_B,0,high_1,{TargetName}将{breast_s}挤成一条窄缝，让{penis_s}在其中猛烈抽插，龟头顶端不时从乳沟顶端露出来。
1003,action_part_penis_in_body_3_B,0,high_1,{TargetName}双手托住{breast_s}，将它们紧紧挤在一起，然后前后摇晃身体，让{penis_s}在乳沟中进进出出。
1004,action_part_penis_in_body_3_B,0,high_1,{TargetName}不断调整{breast_s}的挤压力度，时松时紧地包裹着{penis_s}，乳肉的摩擦让{penis_s}变得更加硬挺。
1005,action_part_penis_in_body_3_B,0,high_1,{TargetName}用手指掐住乳头，把{breast_s}挤成一个紧密的肉洞，让{penis_s}在其中快速抽动，发出啪啪的声响。
1006,action_part_penis_in_body_3_B,0,high_1,{TargetName}摇晃着身体，让{breast_s}从不同角度摩擦{penis_s}，每一次摇动都让乳肉紧贴着{penis_s}滑动。
1007,action_part_penis_in_body_3_B,0,high_1,{TargetName}俯身向前，让{breast_s}完全包裹住{penis_s}，然后用力挤压，上下摆动，让{penis_s}在乳沟中抽送。
1008,action_part_penis_in_body_3_B,0,high_1,{TargetName}加快了节奏，让{breast_s}飞快地摩擦{penis_s}，乳肉因摩擦变得通红，汗水和体液混合在一起。
1009,action_part_penis_in_body_3_B,0,high_1,{TargetName}用{breast_s}从根部到顶端完整地服务着{penis_s}，每一次动作都刻意让龟头在乳沟顶端停留片刻。
1010,action_part_penis_in_body_3_B,0,high_1,{TargetName}双手压住{breast_s}两侧，用力挤压形成一道紧窄的肉缝，快速上下套弄{penis_s}，每次动作都带出一丝淫液。
1011,action_part_penis_in_body_3_B,0,high_1,{TargetName}扭动上身，让{breast_s}在{penis_s}周围做着圆周运动，乳肉紧贴着柱身，从各个角度挤压摩擦。
1012,action_part_penis_in_body_3_B,0,high_1,{TargetName}时而轻柔时而用力地挤压{breast_s}，变换着力度包裹{penis_s}，让肉棒在不同紧致度的乳沟中抽送。
1013,action_part_penis_in_body_3_B,0,high_1,{TargetName}用手掌侧面挤压{breast_s}，将乳肉紧紧压向{penis_s}，同时晃动身体让{penis_s}在乳沟中来回摩擦。
1014,action_part_penis_in_body_3_B,0,high_1,{TargetName}俯下身体，让{breast_s}垂下形成自然的夹道，然后前后摆动，让{penis_s}在乳沟深处进出，带出湿润水光。
1015,action_part_penis_in_body_3_B,0,high_1,{TargetName}先慢后快地摆动{breast_s}，节奏变换着刺激{penis_s}，乳肉拍打龟头发出啪啪的淫荡声响。
1016,action_part_penis_in_body_3_B,0,high_1,{TargetName}用指尖掐住{breast_s}两侧，向中间挤压形成一个紧实的肉洞，让{penis_s}在窄小的乳沟中艰难进出。
1017,action_part_penis_in_body_3_B,0,high_1,{TargetName}短暂停下调整姿势，重新将{breast_s}压紧，确保{penis_s}完全埋入乳沟，然后继续激烈地上下套弄。
1018,action_part_penis_in_body_3_B,0,high_1,{TargetName}让{breast_s}有节奏地弹跳，力度逐渐增强，每次都让{penis_s}感受到不同部位乳肉的挤压与摩擦。
1019,action_part_penis_in_body_3_B,0,high_1,{TargetName}微微下蹲，改变角度让{penis_s}更深地插入{breast_s}之间，乳肉完全包裹住肉棒，只露出一点顶端。
1020,action_part_penis_in_body_3_B,0,high_1,{TargetName}用力挤压{breast_s}，在{penis_s}上快速滑动，每次动作都让乳肉完全包裹住肉棒，只有龟头偶尔探出。
1021,action_part_penis_in_body_3_B,0,high_1,{TargetName}前后摇晃身体，让{breast_s}沿着{penis_s}来回摩擦，乳肉紧贴着柱身滑动，发出湿漉漉的声音。
1022,action_part_penis_in_body_3_B,0,high_1,{TargetName}双手从侧面挤压{breast_s}，形成一个紧致的肉道，然后快速上下移动，让{penis_s}在其中抽插。
1023,action_part_penis_in_body_3_B,0,high_1,{TargetName}把{breast_s}挤成一条窄缝，让{penis_s}被紧紧包围，然后扭动身体使乳肉从各个角度刺激肉棒。
1024,action_part_penis_in_body_3_B,0,high_1,{TargetName}用指尖掐住{breast_s}两侧，将它们压向中间，形成一个肉洞让{penis_s}在其中快速进出。
1025,action_part_penis_in_body_3_B,0,high_1,{TargetName}一手托住{breast_s}下方，一手从上方压下，让乳肉完全包裹{penis_s}，然后上下套弄起来。
1026,action_part_penis_in_body_3_B,0,high_1,{TargetName}把{breast_s}挤压在一起，然后做圆周运动，让{penis_s}在乳沟中被各个方向的乳肉摩擦刺激。
1027,action_part_penis_in_body_3_B,0,high_1,{TargetName}用力压紧{breast_s}，快速抖动身体，让乳肉不断颤抖挤压着{penis_s}，刺激得肉棒更加坚硬。
