cid,type_id,adv_id,premise,context
组件id,组件类型名,组件限定剧情npcid,前提id,组件内容
str,str,int,str,str
0,0,0,0,1
组件配置数据,,,,

100,clitoris,0,high_1,充血挺立的肉粒泛着水润光泽，随着揉弄不停颤动搏动着的{clitoris_s}。
101,clitoris,0,high_1,敏感的花蕾从包皮下探出头来，被触碰便立刻涨大发烫起来的{clitoris_s}。
102,clitoris,0,high_1,娇嫩的蜜豆渗着晶亮黏液，稍加拨弄就瑟瑟发抖挺翘起来的{clitoris_s}。
103,clitoris,0,high_1,饱满的肉核滚烫又坚硬，每次摩擦都激起阵阵酥麻抽搐颤动的{clitoris_s}。
104,clitoris,0,high_1,湿滑的花核微微肿胀发红，随指尖节奏跳动着渗出爱液的{clitoris_s}。
105,clitoris,0,high_1,敏感至极的小豆挺立颤抖，被吸吮时便剧烈搏动收缩起来的{clitoris_s}。
106,clitoris,0,high_1,充血发亮的肉蕾表面湿润，轻轻一碰便痉挛着躲闪又凑近的{clitoris_s}。
107,clitoris,0,high_1,肿胀的蜜核泛着艳红光泽，被揉搓时不停抽动分泌黏液的{clitoris_s}。
108,clitoris,0,high_1,娇小的花珠挺翘着渗出蜜汁，每次触弄都颤栗着涨得滚烫的{clitoris_s}。
109,clitoris,0,high_1,敏感的肉粒褪去包皮探出，湿漉漉地跳动着贪求更多爱抚的{clitoris_s}。

1000,clitoris,0,CVP_A2_T|102_E_1&CVP_A2_A|2_LE_3,娇小稚嫩地藏在浅粉色的稚嫩花瓣深处，稍稍触碰便羞怯地瑟瑟蜷缩发颤的{clitoris_s}。
1001,clitoris,0,CVP_A2_T|102_E_1&CVP_A2_A|2_LE_3,米粒般大小的嫩肉粒还未褪去稚气，第一次被指尖撩拨就生涩地轻轻抽搐的{clitoris_s}。
1002,clitoris,0,CVP_A2_T|102_E_1&CVP_A2_A|2_LE_3,细嫩的包皮紧紧裹着一颗未经人事的小小花蕾，轻轻抚弄之下怯生生打颤的{clitoris_s}。
1003,clitoris,0,CVP_A2_T|102_E_1&CVP_A2_A|2_LE_3,小小的一粒藏在稚嫩阴唇最深处的褶皱里，陌生快感袭来时慌乱地瑟缩躲闪的{clitoris_s}。
